 *************************************************************************
 ************		    FSM3D_qua_part1		        **********
 ************	    developed by Wong and Cui (2021)            **********
 ************	       DDFS3D (version 1.0), 31-5-2021		**********
 *************************************************************************
 Title: Intact Brazilian disk(section 3.2 of the companion paper)to verify the quadrilateral element                               
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      1857
 Number of nodes   :      1859
 Times of iteration:       209
 Computing time    :     44.08 s
 Coordinates of center of gravity and fictitous stresses of each element:
  No.	     Gx            Gy            Gz            Px            Py           Pz 
  218    4.9584E+01   -6.1012E+00    1.2500E+01   -9.9111E-04   -4.7484E-04    1.1798E-02
  219    4.9584E+01   -6.1012E+00    7.5000E+00   -1.2715E-03   -3.0223E-04    1.3802E-02
  220    4.9584E+01   -6.1012E+00    2.5000E+00   -5.1358E-04   -2.9380E-05    1.9124E-02
  221    4.9917E+01   -2.0383E+00    4.7500E+01    5.5150E-04   -7.5400E-05    1.9302E-02
  222    4.9917E+01   -2.0383E+00    4.2500E+01    1.2982E-03   -1.3672E-04    1.3929E-02
  223    4.9917E+01   -2.0383E+00    3.7500E+01    1.0165E-03   -1.8162E-04    1.1911E-02
  224    4.9917E+01   -2.0383E+00    3.2500E+01    6.3502E-04   -2.1104E-04    1.0934E-02
  225    4.9917E+01   -2.0383E+00    2.7500E+01    2.2154E-04   -2.2397E-04    1.0514E-02
  226    4.9917E+01   -2.0383E+00    2.2500E+01   -2.0082E-04   -2.1967E-04    1.0517E-02
  227    4.9917E+01   -2.0383E+00    1.7500E+01   -6.1328E-04   -1.9745E-04    1.0942E-02
  228    4.9917E+01   -2.0383E+00    1.2500E+01   -9.9217E-04   -1.5630E-04    1.1925E-02
  229    4.9917E+01   -2.0383E+00    7.5000E+00   -1.2673E-03   -9.3529E-05    1.3950E-02
  230    4.9917E+01   -2.0383E+00    2.5000E+00   -4.9273E-04    8.9025E-06    1.9322E-02
  231    4.9917E+01    2.0383E+00    4.7500E+01    5.4125E-04   -4.3039E-05    1.9290E-02
  232    4.9917E+01    2.0383E+00    4.2500E+01    1.2910E-03    6.4289E-05    1.3923E-02
  233    4.9917E+01    2.0383E+00    3.7500E+01    1.0104E-03    1.2790E-04    1.1908E-02
  234    4.9917E+01    2.0383E+00    3.2500E+01    6.2928E-04    1.6936E-04    1.0931E-02
  235    4.9917E+01    2.0383E+00    2.7500E+01    2.1594E-04    1.9160E-04    1.0513E-02
  236    4.9917E+01    2.0383E+00    2.2500E+01   -2.0639E-04    1.9566E-04    1.0516E-02
  237    4.9917E+01    2.0383E+00    1.7500E+01   -6.1886E-04    1.8219E-04    1.0942E-02
  238    4.9917E+01    2.0383E+00    1.2500E+01   -9.9773E-04    1.5181E-04    1.1926E-02
  239    4.9917E+01    2.0383E+00    7.5000E+00   -1.2725E-03    1.0507E-04    1.3952E-02
  240    4.9917E+01    2.0383E+00    2.5000E+00   -4.9552E-04    3.6968E-05    1.9325E-02
  241    4.9584E+01    6.1012E+00    4.7500E+01    5.5672E-04   -1.6515E-06    1.9083E-02
  242    4.9584E+01    6.1012E+00    4.2500E+01    1.2935E-03    2.7503E-04    1.3772E-02
  243    4.9584E+01    6.1012E+00    3.7500E+01    1.0090E-03    4.4791E-04    1.1778E-02
  244    4.9584E+01    6.1012E+00    3.2500E+01    6.2546E-04    5.6046E-04    1.0814E-02
  245    4.9584E+01    6.1012E+00    2.7500E+01    2.1092E-04    6.1784E-04    1.0402E-02
  246    4.9584E+01    6.1012E+00    2.2500E+01   -2.1211E-04    6.2157E-04    1.0406E-02
  247    4.9584E+01    6.1012E+00    1.7500E+01   -6.2597E-04    5.7229E-04    1.0827E-02
  248    4.9584E+01    6.1012E+00    1.2500E+01   -1.0078E-03    4.7004E-04    1.1802E-02
  249    4.9584E+01    6.1012E+00    7.5000E+00   -1.2874E-03    3.1291E-04    1.3810E-02
  250    4.9584E+01    6.1012E+00    2.5000E+00   -5.2310E-04    7.3075E-05    1.9134E-02
  251    4.8922E+01    1.0124E+01    4.7500E+01    5.9867E-04    6.6730E-05    1.8681E-02
  252    4.8922E+01    1.0124E+01    4.2500E+01    1.3052E-03    5.1510E-04    1.3476E-02
  253    4.8922E+01    1.0124E+01    3.7500E+01    1.0115E-03    7.9918E-04    1.1524E-02
  254    4.8922E+01    1.0124E+01    3.2500E+01    6.2267E-04    9.8339E-04    1.0583E-02
  255    4.8922E+01    1.0124E+01    2.7500E+01    2.0616E-04    1.0759E-03    1.0183E-02
  256    4.8922E+01    1.0124E+01    2.2500E+01   -2.1759E-04    1.0792E-03    1.0188E-02
  257    4.8922E+01    1.0124E+01    1.7500E+01   -6.3363E-04    9.9403E-04    1.0599E-02
  258    4.8922E+01    1.0124E+01    1.2500E+01   -1.0213E-03    8.1925E-04    1.1552E-02
  259    4.8922E+01    1.0124E+01    7.5000E+00   -1.3114E-03    5.4987E-04    1.3521E-02
  260    4.8922E+01    1.0124E+01    2.5000E+00   -5.7772E-04    1.3583E-04    1.8749E-02
  261    4.7934E+01    1.4078E+01    4.7500E+01    6.6707E-04    1.8240E-04    1.8083E-02
  262    4.7934E+01    1.4078E+01    4.2500E+01    1.3245E-03    8.0556E-04    1.3032E-02
  263    4.7934E+01    1.4078E+01    3.7500E+01    1.0153E-03    1.2035E-03    1.1144E-02
  264    4.7934E+01    1.4078E+01    3.2500E+01    6.1898E-04    1.4600E-03    1.0240E-02
  265    4.7934E+01    1.4078E+01    2.7500E+01    2.0096E-04    1.5875E-03    9.8580E-03
  266    4.7934E+01    1.4078E+01    2.2500E+01   -2.2203E-04    1.5904E-03    9.8637E-03
  267    4.7934E+01    1.4078E+01    1.7500E+01   -6.3978E-04    1.4693E-03    1.0258E-02
  268    4.7934E+01    1.4078E+01    1.2500E+01   -1.0354E-03    1.2212E-03    1.1176E-02
  269    4.7934E+01    1.4078E+01    7.5000E+00   -1.3421E-03    8.3705E-04    1.3084E-02
  270    4.7934E+01    1.4078E+01    2.5000E+00   -6.6007E-04    2.4580E-04    1.8166E-02
  271    4.6626E+01    1.7940E+01    4.7500E+01    7.6132E-04    3.6826E-04    1.7281E-02
  272    4.6626E+01    1.7940E+01    4.2500E+01    1.3477E-03    1.1695E-03    1.2438E-02
  273    4.6626E+01    1.7940E+01    3.7500E+01    1.0162E-03    1.6842E-03    1.0639E-02
  274    4.6626E+01    1.7940E+01    3.2500E+01    6.1113E-04    2.0133E-03    9.7880E-03
  275    4.6626E+01    1.7940E+01    2.7500E+01    1.9413E-04    2.1751E-03    9.4319E-03
  276    4.6626E+01    1.7940E+01    2.2500E+01   -2.2416E-04    2.1775E-03    9.4383E-03
  277    4.6626E+01    1.7940E+01    1.7500E+01   -6.4105E-04    2.0210E-03    9.8077E-03
  278    4.6626E+01    1.7940E+01    1.2500E+01   -1.0458E-03    1.6993E-03    1.0675E-02
  279    4.6626E+01    1.7940E+01    7.5000E+00   -1.3754E-03    1.1973E-03    1.2496E-02
  280    4.6626E+01    1.7940E+01    2.5000E+00   -7.6822E-04    4.2532E-04    1.7375E-02
  281    4.5008E+01    2.1681E+01    4.7500E+01    8.7503E-04    6.4790E-04    1.6263E-02
  282    4.5008E+01    2.1681E+01    4.2500E+01    1.3683E-03    1.6329E-03    1.1689E-02
  283    4.5008E+01    2.1681E+01    3.7500E+01    1.0076E-03    2.2674E-03    1.0010E-02
  284    4.5008E+01    2.1681E+01    3.2500E+01    5.9422E-04    2.6682E-03    9.2303E-03
  285    4.5008E+01    2.1681E+01    2.7500E+01    1.8389E-04    2.8628E-03    8.9101E-03
  286    4.5008E+01    2.1681E+01    2.2500E+01   -2.2213E-04    2.8646E-03    8.9170E-03
  287    4.5008E+01    2.1681E+01    1.7500E+01   -6.3246E-04    2.6741E-03    9.2516E-03
  288    4.5008E+01    2.1681E+01    1.2500E+01   -1.0457E-03    2.2794E-03    1.0048E-02
  289    4.5008E+01    2.1681E+01    7.5000E+00   -1.4050E-03    1.6563E-03    1.1752E-02
  290    4.5008E+01    2.1681E+01    2.5000E+00   -8.9781E-04    6.9796E-04    1.6367E-02
  291    4.3091E+01    2.5279E+01    4.7500E+01    1.0016E-03    1.0495E-03    1.5014E-02
  292    4.3091E+01    2.5279E+01    4.2500E+01    1.3768E-03    2.2262E-03    1.0779E-02
  293    4.3091E+01    2.5279E+01    3.7500E+01    9.7991E-04    2.9826E-03    9.2561E-03
  294    4.3091E+01    2.5279E+01    3.2500E+01    5.6121E-04    3.4522E-03    8.5724E-03
  295    4.3091E+01    2.5279E+01    2.7500E+01    1.6772E-04    3.6765E-03    8.3003E-03
  296    4.3091E+01    2.5279E+01    2.2500E+01   -2.1332E-04    3.6776E-03    8.3075E-03
  297    4.3091E+01    2.5279E+01    1.7500E+01   -6.0693E-04    3.4560E-03    8.5949E-03
  298    4.3091E+01    2.5279E+01    1.2500E+01   -1.0256E-03    2.9911E-03    9.2968E-03
  299    4.3091E+01    2.5279E+01    7.5000E+00   -1.4213E-03    2.2442E-03    1.0844E-02
  300    4.3091E+01    2.5279E+01    2.5000E+00   -1.0388E-03    1.0921E-03    1.5123E-02
  301    4.0886E+01    2.8708E+01    4.7500E+01    1.1322E-03    1.6056E-03    1.3504E-02
  302    4.0886E+01    2.8708E+01    4.2500E+01    1.3589E-03    2.9862E-03    9.6959E-03
  303    4.0886E+01    2.8708E+01    3.7500E+01    9.1933E-04    3.8650E-03    8.3778E-03
  304    4.0886E+01    2.8708E+01    3.2500E+01    5.0241E-04    4.3968E-03    7.8209E-03
  305    4.0886E+01    2.8708E+01    2.7500E+01    1.4217E-04    4.6454E-03    7.6125E-03
  306    4.0886E+01    2.8708E+01    2.2500E+01   -1.9419E-04    4.6458E-03    7.6200E-03
  307    4.0886E+01    2.8708E+01    1.7500E+01   -5.5471E-04    4.3985E-03    7.8443E-03
  308    4.0886E+01    2.8708E+01    1.2500E+01   -9.7186E-04    3.8695E-03    8.4201E-03
  309    4.0886E+01    2.8708E+01    7.5000E+00   -1.4107E-03    2.9979E-03    9.7638E-03
  310    4.0886E+01    2.8708E+01    2.5000E+00   -1.1826E-03    1.6389E-03    1.3618E-02
  311    3.8410E+01    3.1946E+01    4.7500E+01    1.2554E-03    2.3580E-03    1.1695E-02
  312    3.8410E+01    3.1946E+01    4.2500E+01    1.2949E-03    3.9591E-03    8.4250E-03
  313    3.8410E+01    3.1946E+01    3.7500E+01    8.0710E-04    4.9574E-03    7.3744E-03
  314    3.8410E+01    3.1946E+01    3.2500E+01    4.0486E-04    5.5397E-03    6.9846E-03
  315    3.8410E+01    3.1946E+01    2.7500E+01    1.0272E-04    5.8035E-03    6.8596E-03
  316    3.8410E+01    3.1946E+01    2.2500E+01   -1.6011E-04    5.8032E-03    6.8672E-03
  317    3.8410E+01    3.1946E+01    1.7500E+01   -4.6276E-04    5.5391E-03    7.0083E-03
  318    3.8410E+01    3.1946E+01    1.2500E+01   -8.6563E-04    4.9577E-03    7.4175E-03
  319    3.8410E+01    3.1946E+01    7.5000E+00   -1.3533E-03    3.9641E-03    8.4948E-03
  320    3.8410E+01    3.1946E+01    2.5000E+00   -1.3138E-03    2.3808E-03    1.1814E-02
  321    3.5677E+01    3.4971E+01    4.7500E+01    1.3544E-03    3.3632E-03    9.5331E-03
  322    3.5677E+01    3.4971E+01    4.2500E+01    1.1575E-03    5.2060E-03    6.9448E-03
  323    3.5677E+01    3.4971E+01    3.7500E+01    6.1788E-04    6.3148E-03    6.2453E-03
  324    3.5677E+01    3.4971E+01    3.2500E+01    2.5186E-04    6.9279E-03    6.0744E-03
  325    3.5677E+01    3.4971E+01    2.7500E+01    4.3722E-05    7.1931E-03    6.0576E-03
  326    3.5677E+01    3.4971E+01    2.2500E+01   -1.0525E-04    7.1920E-03    6.0650E-03
  327    3.5677E+01    3.4971E+01    1.7500E+01   -3.1425E-04    6.9248E-03    6.0977E-03
  328    3.5677E+01    3.4971E+01    1.2500E+01   -6.8144E-04    6.3107E-03    6.2883E-03
  329    3.5677E+01    3.4971E+01    7.5000E+00   -1.2210E-03    5.2039E-03    7.0155E-03
  330    3.5677E+01    3.4971E+01    2.5000E+00   -1.4142E-03    3.3719E-03    9.6531E-03
  331    3.2707E+01    3.7763E+01    4.7500E+01    1.3999E-03    4.6972E-03    6.9362E-03
  332    3.2707E+01    3.7763E+01    4.2500E+01    9.0758E-04    6.8111E-03    5.2254E-03
  333    3.2707E+01    3.7763E+01    3.7500E+01    3.1829E-04    8.0107E-03    4.9896E-03
  334    3.2707E+01    3.7763E+01    3.2500E+01    2.2849E-05    8.6235E-03    5.1039E-03
  335    3.2707E+01    3.7763E+01    2.7500E+01   -4.1491E-05    8.8706E-03    5.2253E-03
  336    3.2707E+01    3.7763E+01    2.2500E+01   -2.2752E-05    8.8689E-03    5.2323E-03
  337    3.2707E+01    3.7763E+01    1.7500E+01   -8.8407E-05    8.6182E-03    5.1261E-03
  338    3.2707E+01    3.7763E+01    1.2500E+01   -3.8576E-04    8.0020E-03    5.0310E-03
  339    3.2707E+01    3.7763E+01    7.5000E+00   -9.7489E-04    6.8008E-03    5.2949E-03
  340    3.2707E+01    3.7763E+01    2.5000E+00   -1.4595E-03    4.6899E-03    7.0544E-03
  341    2.9520E+01    4.0304E+01    4.7500E+01    1.3471E-03    6.4744E-03    3.7817E-03
  342    2.9520E+01    4.0304E+01    4.2500E+01    4.8997E-04    8.8936E-03    3.2257E-03
  343    2.9520E+01    4.0304E+01    3.7500E+01   -1.3444E-04    1.0148E-02    3.6068E-03
  344    2.9520E+01    4.0304E+01    3.2500E+01   -3.0572E-04    1.0715E-02    4.0896E-03
  345    2.9520E+01    4.0304E+01    2.7500E+01   -1.5994E-04    1.0918E-02    4.3839E-03
  346    2.9520E+01    4.0304E+01    2.2500E+01    9.4595E-05    1.0916E-02    4.3902E-03
  347    2.9520E+01    4.0304E+01    1.7500E+01    2.3853E-04    1.0708E-02    4.1096E-03
  348    2.9520E+01    4.0304E+01    1.2500E+01    6.4204E-05    1.0135E-02    3.6444E-03
  349    2.9520E+01    4.0304E+01    7.5000E+00   -5.6100E-04    8.8738E-03    3.2904E-03
  350    2.9520E+01    4.0304E+01    2.5000E+00   -1.4127E-03    6.4487E-03    3.8945E-03
  351    2.6135E+01    4.2577E+01    4.7500E+01    1.1370E-03    8.8635E-03   -1.1230E-04
  352    2.6135E+01    4.2577E+01    4.2500E+01   -1.7211E-04    1.1632E-02    8.8922E-04
  353    2.6135E+01    4.2577E+01    3.7500E+01   -7.9278E-04    1.2880E-02    2.0975E-03
  354    2.6135E+01    4.2577E+01    3.2500E+01   -7.5753E-04    1.3340E-02    3.0500E-03
  355    2.6135E+01    4.2577E+01    2.7500E+01   -3.1753E-04    1.3469E-02    3.5545E-03
  356    2.6135E+01    4.2577E+01    2.2500E+01    2.5273E-04    1.3466E-02    3.5599E-03
  357    2.6135E+01    4.2577E+01    1.7500E+01    6.9041E-04    1.3331E-02    3.0667E-03
  358    2.6135E+01    4.2577E+01    1.2500E+01    7.2114E-04    1.2862E-02    2.1286E-03
  359    2.6135E+01    4.2577E+01    7.5000E+00    9.6407E-05    1.1603E-02    9.4279E-04
  360    2.6135E+01    4.2577E+01    2.5000E+00   -1.2232E-03    8.8196E-03   -1.2023E-05
  361    2.2577E+01    4.4566E+01    4.7500E+01    7.0071E-04    1.2159E-02   -5.0255E-03
  362    2.2577E+01    4.4566E+01    4.2500E+01   -1.1880E-03    1.5313E-02   -1.8628E-03
  363    2.2577E+01    4.4566E+01    3.7500E+01   -1.7166E-03    1.6452E-02    4.6452E-04
  364    2.2577E+01    4.4566E+01    3.2500E+01   -1.3496E-03    1.6730E-02    2.0025E-03
  365    2.2577E+01    4.4566E+01    2.7500E+01   -5.1609E-04    1.6754E-02    2.7512E-03
  366    2.2577E+01    4.4566E+01    2.2500E+01    4.5324E-04    1.6751E-02    2.7555E-03
  367    2.2577E+01    4.4566E+01    1.7500E+01    1.2842E-03    1.6719E-02    2.0154E-03
  368    2.2577E+01    4.4566E+01    1.2500E+01    1.6452E-03    1.6430E-02    4.8663E-04
  369    2.2577E+01    4.4566E+01    7.5000E+00    1.1072E-03    1.5273E-02   -1.8289E-03
  370    2.2577E+01    4.4566E+01    2.5000E+00   -8.1459E-04    1.2077E-02   -4.9664E-03
  371    1.8869E+01    4.6258E+01    4.7500E+01   -1.1621E-04    1.6857E-02   -1.1479E-02
  372    1.8869E+01    4.6258E+01    4.2500E+01   -2.7203E-03    2.0429E-02   -5.1376E-03
  373    1.8869E+01    4.6258E+01    3.7500E+01   -2.9627E-03    2.1301E-02   -1.2884E-03
  374    1.8869E+01    4.6258E+01    3.2500E+01   -2.0795E-03    2.1321E-02    9.5172E-04
  375    1.8869E+01    4.6258E+01    2.7500E+01   -7.4895E-04    2.1225E-02    1.9651E-03
  376    1.8869E+01    4.6258E+01    2.2500E+01    6.8884E-04    2.1221E-02    1.9684E-03
  377    1.8869E+01    4.6258E+01    1.7500E+01    2.0167E-03    2.1307E-02    9.6085E-04
  378    1.8869E+01    4.6258E+01    1.2500E+01    2.8925E-03    2.1274E-02   -1.2761E-03
  379    1.8869E+01    4.6258E+01    7.5000E+00    2.6306E-03    2.0376E-02   -5.1299E-03
  380    1.8869E+01    4.6258E+01    2.5000E+00   -8.4521E-05    1.6686E-02   -1.1446E-02
  381    1.5034E+01    4.7643E+01    4.7500E+01   -1.4893E-03    2.3936E-02   -2.0314E-02
  382    1.5034E+01    4.7643E+01    4.2500E+01   -4.9967E-03    2.7935E-02   -9.0776E-03
  383    1.5034E+01    4.7643E+01    3.7500E+01   -4.5521E-03    2.8322E-02   -3.1779E-03
  384    1.5034E+01    4.7643E+01    3.2500E+01   -2.9057E-03    2.8045E-02   -1.5298E-04
  385    1.5034E+01    4.7643E+01    2.7500E+01   -9.9642E-04    2.7845E-02    1.1181E-03
  386    1.5034E+01    4.7643E+01    2.2500E+01    9.3901E-04    2.7840E-02    1.1209E-03
  387    1.5034E+01    4.7643E+01    1.7500E+01    2.8451E-03    2.8029E-02   -1.4602E-04
  388    1.5034E+01    4.7643E+01    1.2500E+01    4.4824E-03    2.8289E-02   -3.1718E-03
  389    1.5034E+01    4.7643E+01    7.5000E+00    4.8934E-03    2.7865E-02   -9.0879E-03
  390    1.5034E+01    4.7643E+01    2.5000E+00    1.1657E-03    2.3611E-02   -2.0272E-02
  391    1.1100E+01    4.8710E+01    4.7500E+01   -3.8690E-03    3.5655E-02   -3.3175E-02
  392    1.1100E+01    4.8710E+01    4.2500E+01   -8.2880E-03    4.0074E-02   -1.3899E-02
  393    1.1100E+01    4.8710E+01    3.7500E+01   -6.3969E-03    3.9784E-02   -5.3840E-03
  394    1.1100E+01    4.8710E+01    3.2500E+01   -3.7304E-03    3.9275E-02   -1.5874E-03
  395    1.1100E+01    4.8710E+01    2.7500E+01   -1.2259E-03    3.9027E-02   -1.0303E-04
  396    1.1100E+01    4.8710E+01    2.2500E+01    1.1706E-03    3.9022E-02   -1.0023E-04
  397    1.1100E+01    4.8710E+01    1.7500E+01    3.6706E-03    3.9256E-02   -1.5800E-03
  398    1.1100E+01    4.8710E+01    1.2500E+01    6.3249E-03    3.9743E-02   -5.3758E-03
  399    1.1100E+01    4.8710E+01    7.5000E+00    8.1714E-03    3.9990E-02   -1.3898E-02
  400    1.1100E+01    4.8710E+01    2.5000E+00    3.4503E-03    3.5225E-02   -3.2978E-02
  401    7.0917E+00    4.9452E+01    4.7500E+01   -8.8901E-03    5.9799E-02   -5.3867E-02
  402    7.0917E+00    4.9452E+01    4.2500E+01   -1.2612E-02    6.4304E-02   -2.0676E-02
  403    7.0917E+00    4.9452E+01    3.7500E+01   -8.1945E-03    6.3472E-02   -9.2979E-03
  404    7.0917E+00    4.9452E+01    3.2500E+01   -4.4114E-03    6.2945E-02   -4.8954E-03
  405    7.0917E+00    4.9452E+01    2.7500E+01   -1.4017E-03    6.2737E-02   -3.2724E-03
  406    7.0917E+00    4.9452E+01    2.2500E+01    1.3480E-03    6.2731E-02   -3.2688E-03
  407    7.0917E+00    4.9452E+01    1.7500E+01    4.3510E-03    6.2925E-02   -4.8850E-03
  408    7.0917E+00    4.9452E+01    1.2500E+01    8.1167E-03    6.3425E-02   -9.2794E-03
  409    7.0917E+00    4.9452E+01    7.5000E+00    1.2502E-02    6.4198E-02   -2.0637E-02
  410    7.0917E+00    4.9452E+01    2.5000E+00    8.7325E-03    5.9386E-02   -5.3699E-02
  411    3.0362E+00    4.9866E+01    4.7500E+01   -1.6747E-02    1.3831E-01   -1.0393E-01
  412    3.0362E+00    4.9866E+01    4.2500E+01   -1.6637E-02    1.4649E-01   -4.8877E-02
  413    3.0362E+00    4.9866E+01    3.7500E+01   -9.4303E-03    1.4592E-01   -3.5336E-02
  414    3.0362E+00    4.9866E+01    3.2500E+01   -4.8172E-03    1.4565E-01   -3.0608E-02
  415    3.0362E+00    4.9866E+01    2.7500E+01   -1.5000E-03    1.4555E-01   -2.8922E-02
  416    3.0362E+00    4.9866E+01    2.2500E+01    1.4481E-03    1.4554E-01   -2.8917E-02
  417    3.0362E+00    4.9866E+01    1.7500E+01    4.7565E-03    1.4563E-01   -3.0593E-02
  418    3.0362E+00    4.9866E+01    1.2500E+01    9.3435E-03    1.4587E-01   -3.5304E-02
  419    3.0362E+00    4.9866E+01    7.5000E+00    1.6489E-02    1.4635E-01   -4.8797E-02
  420    3.0362E+00    4.9866E+01    2.5000E+00    1.6451E-02    1.3765E-01   -1.0366E-01
  421   -2.9347E+00    4.9876E+01    4.7500E+01   -1.6834E-02   -1.4691E-01   -1.0590E-01
  422   -2.9347E+00    4.9876E+01    4.2500E+01   -1.6734E-02   -1.5439E-01   -4.9918E-02
  423   -2.9347E+00    4.9876E+01    3.7500E+01   -9.4597E-03   -1.5365E-01   -3.6276E-02
  424   -2.9347E+00    4.9876E+01    3.2500E+01   -4.8278E-03   -1.5330E-01   -3.1520E-02
  425   -2.9347E+00    4.9876E+01    2.7500E+01   -1.5013E-03   -1.5318E-01   -2.9823E-02
  426   -2.9347E+00    4.9876E+01    2.2500E+01    1.4543E-03   -1.5319E-01   -2.9816E-02
  427   -2.9347E+00    4.9876E+01    1.7500E+01    4.7725E-03   -1.5332E-01   -3.1495E-02
  428   -2.9347E+00    4.9876E+01    1.2500E+01    9.3782E-03   -1.5367E-01   -3.6222E-02
  429   -2.9347E+00    4.9876E+01    7.5000E+00    1.6554E-02   -1.5441E-01   -4.9793E-02
  430   -2.9347E+00    4.9876E+01    2.5000E+00    1.6203E-02   -1.4683E-01   -1.0521E-01
  431   -6.7894E+00    4.9499E+01    4.7500E+01   -9.2588E-03   -6.5747E-02   -5.5973E-02
  432   -6.7894E+00    4.9499E+01    4.2500E+01   -1.2917E-02   -6.9579E-02   -2.1340E-02
  433   -6.7894E+00    4.9499E+01    3.7500E+01   -8.3058E-03   -6.8520E-02   -9.6975E-03
  434   -6.7894E+00    4.9499E+01    3.2500E+01   -4.4494E-03   -6.7920E-02   -5.2262E-03
  435   -6.7894E+00    4.9499E+01    2.7500E+01   -1.4072E-03   -6.7691E-02   -3.5795E-03
  436   -6.7894E+00    4.9499E+01    2.2500E+01    1.3660E-03   -6.7695E-02   -3.5699E-03
  437   -6.7894E+00    4.9499E+01    1.7500E+01    4.4034E-03   -6.7932E-02   -5.1938E-03
  438   -6.7894E+00    4.9499E+01    1.2500E+01    8.2515E-03   -6.8534E-02   -9.6278E-03
  439   -6.7894E+00    4.9499E+01    7.5000E+00    1.2884E-02   -6.9566E-02   -2.1206E-02
  440   -6.7894E+00    4.9499E+01    2.5000E+00    9.5073E-03   -6.5966E-02   -5.5987E-02
  441   -1.0603E+01    4.8824E+01    4.7500E+01   -3.9968E-03   -4.0504E-02   -3.5551E-02
  442   -1.0603E+01    4.8824E+01    4.2500E+01   -8.7005E-03   -4.4423E-02   -1.4910E-02
  443   -1.0603E+01    4.8824E+01    3.7500E+01   -6.6077E-03   -4.3858E-02   -5.9708E-03
  444   -1.0603E+01    4.8824E+01    3.2500E+01   -3.8140E-03   -4.3252E-02   -2.0449E-03
  445   -1.0603E+01    4.8824E+01    2.7500E+01   -1.2409E-03   -4.2977E-02   -5.1739E-04
  446   -1.0603E+01    4.8824E+01    2.2500E+01    1.2082E-03   -4.2981E-02   -5.0654E-04
  447   -1.0603E+01    4.8824E+01    1.7500E+01    3.7812E-03   -4.3263E-02   -2.0084E-03
  448   -1.0603E+01    4.8824E+01    1.2500E+01    6.5833E-03   -4.3874E-02   -5.8941E-03
  449   -1.0603E+01    4.8824E+01    7.5000E+00    8.7454E-03   -4.4454E-02   -1.4762E-02
  450   -1.0603E+01    4.8824E+01    2.5000E+00    4.4720E-03   -4.0868E-02   -3.5434E-02
  451   -1.4353E+01    4.7856E+01    4.7500E+01   -1.5880E-03   -2.8246E-02   -2.2955E-02
  452   -1.4353E+01    4.7856E+01    4.2500E+01   -5.4115E-03   -3.1802E-02   -1.0432E-02
  453   -1.4353E+01    4.7856E+01    3.7500E+01   -4.8243E-03   -3.1913E-02   -4.0324E-03
  454   -1.4353E+01    4.7856E+01    3.2500E+01   -3.0320E-03   -3.1514E-02   -8.2118E-04
  455   -1.4353E+01    4.7856E+01    2.7500E+01   -1.0214E-03   -3.1274E-02    5.1583E-04
  456   -1.4353E+01    4.7856E+01    2.2500E+01    9.9969E-04   -3.1278E-02    5.2684E-04
  457   -1.4353E+01    4.7856E+01    1.7500E+01    3.0143E-03   -3.1527E-02   -7.8520E-04
  458   -1.4353E+01    4.7856E+01    1.2500E+01    4.8240E-03   -3.1938E-02   -3.9623E-03
  459   -1.4353E+01    4.7856E+01    7.5000E+00    5.4715E-03   -3.1862E-02   -1.0316E-02
  460   -1.4353E+01    4.7856E+01    2.5000E+00    1.8230E-03   -2.8414E-02   -2.2829E-02
  461   -1.8017E+01    4.6601E+01    4.7500E+01   -1.5311E-04   -2.0817E-02   -1.4268E-02
  462   -1.8017E+01    4.6601E+01    4.2500E+01   -3.0819E-03   -2.3962E-02   -6.7686E-03
  463   -1.8017E+01    4.6601E+01    3.7500E+01   -3.2468E-03   -2.4585E-02   -2.4089E-03
  464   -1.8017E+01    4.6601E+01    3.2500E+01   -2.2296E-03   -2.4472E-02    5.4635E-05
  465   -1.8017E+01    4.6601E+01    2.7500E+01   -7.7944E-04   -2.4327E-02    1.1538E-03
  466   -1.8017E+01    4.6601E+01    2.2500E+01    7.6973E-04   -2.4332E-02    1.1639E-03
  467   -1.8017E+01    4.6601E+01    1.7500E+01    2.2262E-03   -2.4489E-02    8.6356E-05
  468   -1.8017E+01    4.6601E+01    1.2500E+01    3.2620E-03   -2.4621E-02   -2.3533E-03
  469   -1.8017E+01    4.6601E+01    7.5000E+00    3.1355E-03   -2.4038E-02   -6.6974E-03
  470   -1.8017E+01    4.6601E+01    2.5000E+00    2.2472E-04   -2.0911E-02   -1.4225E-02
  471   -2.1573E+01    4.5065E+01    4.7500E+01    7.1987E-04   -1.5815E-02   -7.9602E-03
  472   -2.1573E+01    4.5065E+01    4.2500E+01   -1.4783E-03   -1.8568E-02   -3.7190E-03
  473   -2.1573E+01    4.5065E+01    3.7500E+01   -1.9772E-03   -1.9498E-02   -9.0012E-04
  474   -2.1573E+01    4.5065E+01    3.2500E+01   -1.5010E-03   -1.9650E-02    8.7754E-04
  475   -2.1573E+01    4.5065E+01    2.7500E+01   -5.4532E-04   -1.9621E-02    1.7249E-03
  476   -2.1573E+01    4.5065E+01    2.2500E+01    5.4722E-04   -1.9628E-02    1.7335E-03
