 *************************************************************************
 ************		    FSM3D_tri_part2		        **********
 ************	      Algorithm developed by                    **********
 ************	  Kuriyama et al.(1995) and Wong & Cui (2021)   **********
 ************	   Codes developed by Wong & Cui (2021)	        **********
 ************	       DDFS3D (version 1.0), 31-5-2021		**********
 *************************************************************************
 Title: Intact Brazilian disk(section S3-2 of the companion paper)to verify the triangular element                                                      
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      3504
 Number of nodes   :      1754
 Computing time    :    826.73 s
Stresses and displacments at the controid of each element in the respective local c
  No.	    Szx            Szy          Szz            Ux            Uy           Uz 
  139    8.2644E-08   -2.8432E-06    7.0439E-07    9.9110E-07    6.9103E-06   -9.1410E-06
  140   -9.0288E-08    2.7091E-06    9.3349E-07   -7.7856E-07   -6.7369E-06   -8.0868E-06
  141   -9.4051E-08   -2.5100E-06    5.1354E-07    1.2164E-06    7.5798E-06   -8.7654E-06
  142    3.4150E-08    2.4598E-06    7.8606E-07   -1.0260E-06   -7.2984E-06   -7.7994E-06
  143   -4.0006E-07   -1.8182E-06    5.3989E-07    1.3756E-06    8.5064E-06   -8.1048E-06
  144    2.8050E-07    1.9346E-06    7.8432E-07   -1.1872E-06   -8.1209E-06   -7.2672E-06
  145    4.1143E-07   -1.5311E-06    1.2457E-06   -9.1824E-07    8.5214E-06   -4.5056E-06
  146   -5.0842E-07    1.1832E-06    1.8126E-06    9.2259E-07   -8.6768E-06   -3.4264E-06
  147    1.7474E-07   -2.0407E-06    1.0200E-06   -7.5072E-07    7.8012E-06   -5.0684E-06
  148   -3.1505E-07    1.7622E-06    1.2321E-06    7.1366E-07   -7.9782E-06   -3.9713E-06
  149    2.5610E-08   -2.3065E-06    1.0528E-06   -5.5213E-07    7.2693E-06   -5.4141E-06
  150   -1.3155E-07    2.0854E-06    1.1845E-06    5.4850E-07   -7.3969E-06   -4.3705E-06
  151   -1.6537E-08   -2.4191E-06    1.1151E-06   -2.6412E-07    6.9712E-06   -5.5840E-06
  152   -5.1588E-08    2.2404E-06    1.2280E-06    3.1966E-07   -7.0293E-06   -4.5886E-06
  153   -8.8829E-10   -2.4446E-06    1.1343E-06    8.1866E-08    6.8912E-06   -5.6307E-06
  154   -3.8955E-08    2.2931E-06    1.2567E-06    2.8451E-08   -6.8805E-06   -4.6729E-06
  155    6.3350E-09   -2.3987E-06    1.0951E-06    4.1706E-07    7.0207E-06   -5.5701E-06
  156   -3.7480E-08    2.2714E-06    1.2418E-06   -2.7420E-07   -6.9410E-06   -4.6489E-06
  157   -5.9099E-08   -2.2493E-06    1.0237E-06    6.7907E-07    7.3751E-06   -5.3756E-06
  158    1.0496E-08    2.1616E-06    1.1958E-06   -5.2995E-07   -7.2178E-06   -4.5055E-06
  159   -2.3746E-07   -1.9174E-06    1.0164E-06    8.5692E-07    7.9618E-06   -4.9925E-06
  160    1.4626E-07    1.9084E-06    1.1882E-06   -7.1393E-07   -7.7197E-06   -4.2012E-06
  161   -4.3990E-07   -1.3063E-06    1.4447E-06    1.0485E-06    8.6956E-06   -4.4387E-06
  162    3.3698E-07    1.4338E-06    1.4414E-06   -8.8224E-07   -8.3936E-06   -3.7157E-06
  163    4.3210E-07   -1.1183E-06    1.8348E-06   -6.9482E-07    8.5126E-06   -1.2673E-06
  164   -5.0326E-07    8.3561E-07    2.4914E-06    7.4144E-07   -8.6173E-06   -3.8585E-07
  165    2.5274E-07   -1.5712E-06    1.4035E-06   -5.1764E-07    7.9333E-06   -1.7722E-06
  166   -3.8716E-07    1.3429E-06    1.6343E-06    5.0910E-07   -8.0750E-06   -8.3333E-07
  167    1.0254E-07   -1.8292E-06    1.3200E-06   -3.6381E-07    7.4727E-06   -2.1214E-06
  168   -2.1221E-07    1.6428E-06    1.4606E-06    3.6589E-07   -7.5848E-06   -1.2211E-06
  169    2.3538E-08   -1.9513E-06    1.3188E-06   -1.6888E-07    7.2008E-06   -2.3073E-06
  170   -1.0689E-07    1.7999E-06    1.4312E-06    2.0575E-07   -7.2576E-06   -1.4512E-06
  171   -1.4652E-08   -1.9797E-06    1.3215E-06    5.8728E-08    7.1269E-06   -2.3597E-06
  172   -4.9921E-08    1.8565E-06    1.4321E-06    1.4203E-08   -7.1215E-06   -1.5441E-06
  173   -5.9437E-08   -1.9274E-06    1.3112E-06    2.8015E-07    7.2502E-06   -2.2891E-06
  174   -1.8652E-09    1.8323E-06    1.4312E-06   -1.8370E-07   -7.1797E-06   -1.5155E-06
  175   -1.5649E-07   -1.7706E-06    1.3178E-06    4.6174E-07    7.5725E-06   -2.0791E-06
  176    7.8382E-08    1.7170E-06    1.4428E-06   -3.5690E-07   -7.4329E-06   -1.3585E-06
  177   -3.2842E-07   -1.4564E-06    1.4488E-06    6.1150E-07    8.0738E-06   -1.7039E-06
  178    2.1595E-07    1.4735E-06    1.5410E-06   -5.0116E-07   -7.8687E-06   -1.0518E-06
  179   -4.4920E-07   -9.1540E-07    2.1814E-06    8.2863E-07    8.6481E-06   -1.2488E-06
  180    3.6020E-07    1.0483E-06    1.9864E-06   -6.7793E-07   -8.4137E-06   -6.1705E-07
  181    4.2943E-07   -7.9886E-07    2.3252E-06   -5.5333E-07    8.2882E-06    1.5524E-06
  182   -4.8319E-07    5.6623E-07    3.0542E-06    6.3045E-07   -8.3543E-06    2.2669E-06
  183    2.9611E-07   -1.1970E-06    1.7376E-06   -3.6671E-07    7.8292E-06    1.1059E-06
  184   -4.2887E-07    1.0113E-06    1.9799E-06    3.7977E-07   -7.9398E-06    1.9076E-06
  185    1.5075E-07   -1.4385E-06    1.5666E-06   -2.4012E-07    7.4405E-06    7.6485E-07
  186   -2.6421E-07    1.2827E-06    1.7115E-06    2.4832E-07   -7.5348E-06    1.5396E-06
  187    4.9012E-08   -1.5598E-06    1.5161E-06   -1.0683E-07    7.2016E-06    5.7251E-07
  188   -1.4436E-07    1.4328E-06    1.6259E-06    1.3235E-07   -7.2525E-06    1.3072E-06
  189   -2.5878E-08   -1.5892E-06    1.5055E-06    4.0323E-08    7.1364E-06    5.1730E-07
  190   -5.7787E-08    1.4893E-06    1.6050E-06    7.4067E-09   -7.1330E-06    1.2103E-06
  191   -1.0577E-07   -1.5349E-06    1.5190E-06    1.8477E-07    7.2486E-06    5.9335E-07
  192    2.1817E-08    1.4644E-06    1.6149E-06   -1.2014E-07   -7.1865E-06    1.2418E-06
  193   -2.2136E-07   -1.3810E-06    1.5856E-06    3.1401E-07    7.5319E-06    8.0847E-07
  194    1.2211E-07    1.3515E-06    1.6715E-06   -2.3930E-07   -7.4102E-06    1.4044E-06
  195   -3.8444E-07   -1.0925E-06    1.8207E-06    4.4814E-07    7.9516E-06    1.1663E-06
  196    2.5661E-07    1.1256E-06    1.8502E-06   -3.5983E-07   -7.7801E-06    1.7040E-06
  197   -4.3934E-07   -6.1334E-07    2.7910E-06    6.8559E-07    8.3956E-06    1.5316E-06
  198    3.6297E-07    7.4816E-07    2.4428E-06   -5.4547E-07   -8.2155E-06    2.0878E-06
  199    4.1276E-07   -5.5007E-07    2.7361E-06   -4.7019E-07    7.8774E-06    4.0002E-06
  200   -4.5345E-07    3.5804E-07    3.5189E-06    5.6923E-07   -7.9142E-06    4.5713E-06
  201    3.1698E-07   -8.9670E-07    2.0273E-06   -2.7462E-07    7.5195E-06    3.6099E-06
  202   -4.5005E-07    7.4712E-07    2.2765E-06    3.0378E-07   -7.6031E-06    4.2908E-06
  203    1.7838E-07   -1.1153E-06    1.7909E-06   -1.6351E-07    7.1989E-06    3.2839E-06
  204   -2.9581E-07    9.8684E-07    1.9354E-06    1.7747E-07   -7.2752E-06    3.9467E-06
  205    6.3564E-08   -1.2299E-06    1.7024E-06   -6.9423E-08    6.9957E-06    3.0920E-06
  206   -1.6854E-07    1.1249E-06    1.8078E-06    8.8555E-08   -7.0382E-06    3.7184E-06
  207   -3.5062E-08   -1.2588E-06    1.6823E-06    2.5137E-08    6.9401E-06    3.0363E-06
  208   -6.3164E-08    1.1783E-06    1.7694E-06    6.3139E-09   -6.9367E-06    3.6212E-06
  209   -1.3755E-07   -1.2061E-06    1.7134E-06    1.1951E-07    7.0388E-06    3.1144E-06
  210    3.6889E-08    1.1544E-06    1.7885E-06   -7.5881E-08   -6.9843E-06    3.6541E-06
  211   -2.6301E-07   -1.0617E-06    1.8265E-06    2.1611E-07    7.2811E-06    3.3277E-06
