 *************************************************************************
 ************		    DDM3D_tri_part1		                    **********
 ************	        Algorithm developed by                  **********
 ************	 Kuriyama et al.(1993) and Tang et al. (2019)   **********
 ************	   Codes developed by Wong and Cui (2021)	    **********
 ************	       DDFS3D (version 1.0), 31-5-2021		    **********
 *************************************************************************
 Title: Penny shape crack (section S3-1 of the companion paper) to verify the triangular element                                 
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:       731
 Number of nodes   :       398
 Times of iteration:        54
 Computing time    :     10.65 s
 Coordinates of center of gravity and displacement discontinuities of each element:
  No.	     Gx            Gy            Gz            Dx            Dy           Dz 
   74   -9.6063E-01   -9.5771E-02    0.0000E+00    0.0000E+00    0.0000E+00   -1.9486E-05
   75   -9.5491E-01   -1.9275E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7344E-05
   76   -8.9818E-01   -3.7853E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7105E-05
   77   -8.3975E-01   -1.1199E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3483E-05
   78   -8.0155E-01   -5.4462E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8666E-05
   79   -7.9903E-01   -2.7211E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3740E-05
   80    2.1150E-01   -9.4725E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8287E-05
   81    3.0711E-01   -9.1386E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.9923E-05
   82    9.3531E-01    2.3859E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.9546E-05
   83    9.1550E-01    3.3356E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7306E-05
   84    8.3149E-01    5.0777E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7357E-05
   85    7.4076E-01    4.8578E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9840E-05
   86    6.4358E-01    7.2530E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8506E-05
   87    6.2813E-01    6.2476E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0050E-05
   88    3.9941E-01    8.8383E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8434E-05
   89    3.2339E-01    8.2048E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0120E-05
   90    4.8332E-01   -8.4037E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8596E-05
   91   -2.4391E-01   -5.3393E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.9523E-05
   92    6.5632E-01   -6.7405E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3166E-05
   93   -4.9468E-01   -5.2139E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3111E-05
   94    7.7669E-01   -5.8842E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7240E-05
   95    8.2417E-01   -5.0409E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.9229E-05
   96    8.7760E-01   -4.2331E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7263E-05
   97   -6.0611E-01   -3.1882E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4991E-05
   98    9.4257E-01   -2.4070E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7902E-05
   99    7.3669E-01   -6.7199E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.1635E-05
  100    9.7295E-01   -4.8145E-02    0.0000E+00    0.0000E+00    0.0000E+00   -1.7418E-05
  101    8.5608E-01   -1.9069E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0908E-05
  102    9.6489E-01    4.8542E-02    0.0000E+00    0.0000E+00    0.0000E+00   -1.9298E-05
  103    8.8151E-01    1.0304E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9631E-05
  104    9.6345E-01    1.4536E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7333E-05
  105    8.7170E-01    1.6197E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9845E-05
  106    8.9840E-01    2.7837E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3155E-05
  107    8.6754E-01    3.6561E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2954E-05
  108    8.2664E-01    4.5029E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2987E-05
  109    7.7716E-01    5.2870E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3259E-05
  110    7.1953E-01    6.0433E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3392E-05
  111    6.6152E-01    6.7441E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2510E-05
  112    1.0736E-01    9.6639E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7789E-05
  113    4.9916E-01    6.9001E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3127E-05
  114    4.1166E-02    9.7135E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8116E-05
  115    2.5207E-01    7.5776E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.7564E-05
  116   -6.6806E-02    9.6549E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.9323E-05
  117   -6.0411E-01   -4.0263E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.8788E-05
  118   -1.6746E-01    9.5493E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8741E-05
  119   -2.8302E-01    8.3590E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0266E-05
  120   -2.6291E-01    9.3367E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8502E-05
  121   -3.2323E-01    7.9030E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3224E-05
  122   -3.9024E-01    8.6091E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2468E-05
  123   -4.6935E-01    8.1529E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3220E-05
  124   -5.4929E-01    7.6374E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3124E-05
  125   -6.2254E-01    7.0611E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2995E-05
  126   -6.9044E-01    6.4006E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2971E-05
  127   -7.5023E-01    5.6880E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2974E-05
  128   -8.0348E-01    4.9051E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.2991E-05
  129   -8.4752E-01    4.0857E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3103E-05
  130   -8.8430E-01    3.2102E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.3217E-05
