 **************************************************************************************
 ************		        DDFS3D_tri_part1		             **********
 ************	             Algorithm developed by                          **********
 ************	   Kuriyama et al.(1993 & 1995), Tang et al. (2019)          **********
 ************			and Wong and Cui (2021)		             **********
 ************	      Codes developed by Wong and Cui (2021)	             **********
 ************ incorporating the contribution of Kuriyama et al.(1993 & 1995) **********
 ************	          DDFS3D (version 1.0), 31-5-2021		     **********
 **************************************************************************************
 Title: Flawed Brazilian disk(section S3-3 of the companion paper)to verify the triangular element                                
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  1.0000E+15
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      3576
 Number of nodes   :      1794
 Times of iteration:        79
 Computing time    :    258.79 s
 Coordinates of center of gravity and DD/FS of each element:
 No.	     Gx            Gy            Gz           Dx/Px         Dy/Py         Dz/Pz
  585    3.7176E+01    3.3382E+01    2.4074E+01   -6.5743E-02    3.3055E+00    2.4050E+00
  586    3.6265E+01    3.4369E+01    2.5926E+01    5.1774E-02   -3.5191E+00    2.0573E+00
  587    3.7176E+01    3.3382E+01    1.8519E+01   -1.3943E-01    3.2398E+00    2.4246E+00
  588    3.6265E+01    3.4369E+01    2.0370E+01    1.0164E-01   -3.4833E+00    2.0653E+00
  589    3.7176E+01    3.3382E+01    1.2963E+01   -2.7625E-01    3.0659E+00    2.5150E+00
  590    3.6265E+01    3.4369E+01    1.4815E+01    2.0414E-01   -3.3491E+00    2.1063E+00
  591    3.7176E+01    3.3382E+01    7.4074E+00   -5.0110E-01    2.7374E+00    2.8538E+00
  592    3.6265E+01    3.4369E+01    9.2593E+00    3.9988E-01   -3.0716E+00    2.2966E+00
  593    3.7176E+01    3.3382E+01    1.8519E+00   -5.7372E-01    2.2391E+00    4.3256E+00
  594    3.6265E+01    3.4369E+01    3.7037E+00    6.3225E-01   -2.6171E+00    3.0574E+00
  595   -2.2732E+00   -4.9916E+01    3.7037E+00   -7.4379E+00   -7.7893E+01   -3.8740E+01
  596   -3.5464E+00   -4.9841E+01    1.8519E+00    2.8988E+00    4.8775E+01   -3.8794E+01
  597   -2.2732E+00   -4.9916E+01    9.2593E+00   -4.2872E+00   -7.4288E+01   -2.4747E+01
  598   -3.5464E+00   -4.9841E+01    7.4074E+00    5.3718E+00    4.8902E+01   -1.5186E+01
  599   -2.2732E+00   -4.9916E+01    1.4815E+01   -1.9225E+00   -7.4237E+01   -2.1189E+01
  600   -3.5464E+00   -4.9841E+01    1.2963E+01    2.6190E+00    4.8344E+01   -1.0183E+01
  601   -2.2732E+00   -4.9916E+01    2.0370E+01   -5.7457E-01   -7.4305E+01   -1.9991E+01
  602   -3.5464E+00   -4.9841E+01    1.8519E+01    1.0399E+00    4.8264E+01   -8.5351E+00
  603   -2.2732E+00   -4.9916E+01    2.5926E+01    4.5657E-01   -7.4329E+01   -1.9762E+01
  604   -3.5464E+00   -4.9841E+01    2.4074E+01   -7.9970E-02    4.8256E+01   -8.0502E+00
  605   -2.2732E+00   -4.9916E+01    3.1481E+01    1.5495E+00   -7.4300E+01   -2.0301E+01
  606   -3.5464E+00   -4.9841E+01    2.9630E+01   -1.1426E+00    4.8266E+01   -8.3037E+00
  607   -2.2732E+00   -4.9916E+01    3.7037E+01    3.1425E+00   -7.4258E+01   -2.2067E+01
  608   -3.5464E+00   -4.9841E+01    3.5185E+01   -2.5006E+00    4.8326E+01   -9.4923E+00
  609   -2.2732E+00   -4.9916E+01    4.2593E+01    6.1931E+00   -7.4580E+01   -2.7457E+01
  610   -3.5464E+00   -4.9841E+01    4.0741E+01   -4.6962E+00    4.8664E+01   -1.2863E+01
  611   -2.2732E+00   -4.9916E+01    4.8148E+01    5.4810E+00   -7.5300E+01   -5.6198E+01
  612   -3.5464E+00   -4.9841E+01    4.6296E+01   -7.1258E+00    5.0224E+01   -2.5453E+01
  613   -6.0833E+00   -4.9596E+01    3.7037E+00   -3.8528E+00   -2.9032E+01   -1.8386E+01
  614   -7.3471E+00   -4.9424E+01    1.8519E+00    1.2356E+00    2.2759E+01   -2.2302E+01
  615   -6.0833E+00   -4.9596E+01    9.2593E+00   -3.6168E+00   -2.8477E+01   -8.3790E+00
  616   -7.3471E+00   -4.9424E+01    7.4074E+00    3.9068E+00    2.4067E+01   -8.2234E+00
  617   -6.0833E+00   -4.9596E+01    1.4815E+01   -1.9092E+00   -2.8118E+01   -5.2856E+00
  618   -7.3471E+00   -4.9424E+01    1.2963E+01    2.3901E+00    2.3593E+01   -4.0712E+00
  619   -6.0833E+00   -4.9596E+01    2.0370E+01   -6.9351E-01   -2.8022E+01   -4.1810E+00
  620   -7.3471E+00   -4.9424E+01    1.8519E+01    1.1150E+00    2.3400E+01   -2.5871E+00
  621   -6.0833E+00   -4.9596E+01    2.5926E+01    2.9198E-01   -2.8006E+01   -3.9538E+00
  622   -7.3471E+00   -4.9424E+01    2.4074E+01    1.1212E-01    2.3348E+01   -2.1373E+00
  623   -6.0833E+00   -4.9596E+01    3.1481E+01    1.3285E+00   -2.8045E+01   -4.4213E+00
  624   -7.3471E+00   -4.9424E+01    2.9630E+01   -8.5235E-01    2.3379E+01   -2.3555E+00
  625   -6.0833E+00   -4.9596E+01    3.7037E+01    2.7180E+00   -2.8204E+01   -5.9669E+00
  626   -7.3471E+00   -4.9424E+01    3.5185E+01   -2.0126E+00    2.3526E+01   -3.4024E+00
  627   -6.0833E+00   -4.9596E+01    4.2593E+01    4.6830E+00   -2.8713E+01   -1.0385E+01
  628   -7.3471E+00   -4.9424E+01    4.0741E+01   -3.5365E+00    2.3941E+01   -6.2504E+00
  629   -6.0833E+00   -4.9596E+01    4.8148E+01    2.6913E+00   -2.8005E+01   -2.7268E+01
  630   -7.3471E+00   -4.9424E+01    4.6296E+01   -4.0275E+00    2.4411E+01   -1.5108E+01
  631   -9.8579E+00   -4.8985E+01    3.7037E+00   -2.1794E+00   -1.7335E+01   -1.2762E+01
  632   -1.1105E+01   -4.8718E+01    1.8519E+00    4.7526E-01    1.4578E+01   -1.4770E+01
  633   -9.8579E+00   -4.8985E+01    9.2593E+00   -2.7620E+00   -1.7585E+01   -5.9498E+00
  634   -1.1105E+01   -4.8718E+01    7.4074E+00    2.6302E+00    1.5795E+01   -6.0812E+00
  635   -9.8579E+00   -4.8985E+01    1.4815E+01   -1.7045E+00   -1.7280E+01   -3.3767E+00
  636   -1.1105E+01   -4.8718E+01    1.2963E+01    1.9134E+00    1.5573E+01   -2.8531E+00
  637   -9.8579E+00   -4.8985E+01    2.0370E+01   -6.9569E-01   -1.7139E+01   -2.3857E+00
  638   -1.1105E+01   -4.8718E+01    1.8519E+01    9.6448E-01    1.5381E+01   -1.5570E+00
  639   -9.8579E+00   -4.8985E+01    2.5926E+01    1.9933E-01   -1.7110E+01   -2.1739E+00
  640   -1.1105E+01   -4.8718E+01    2.4074E+01    1.0388E-01    1.5315E+01   -1.1466E+00
  641   -9.8579E+00   -4.8985E+01    3.1481E+01    1.1284E+00   -1.7174E+01   -2.5924E+00
  642   -1.1105E+01   -4.8718E+01    2.9630E+01   -7.4070E-01    1.5353E+01   -1.3379E+00
  643   -9.8579E+00   -4.8985E+01    3.7037E+01    2.2279E+00   -1.7376E+01   -3.9450E+00
  644   -1.1105E+01   -4.8718E+01    3.5185E+01   -1.6742E+00    1.5514E+01   -2.2540E+00
  645   -9.8579E+00   -4.8985E+01    4.2593E+01    3.2854E+00   -1.7712E+01   -7.4378E+00
  646   -1.1105E+01   -4.8718E+01    4.0741E+01   -2.6176E+00    1.5822E+01   -4.5765E+00
  647   -9.8579E+00   -4.8985E+01    4.8148E+01    1.2537E+00   -1.6675E+01   -1.7729E+01
  648   -1.1105E+01   -4.8718E+01    4.6296E+01   -2.3503E+00    1.5689E+01   -1.0571E+01
  649   -1.3575E+01   -4.8088E+01    3.7037E+00   -1.1581E+00   -1.2020E+01   -8.9292E+00
  650   -1.4798E+01   -4.7726E+01    1.8519E+00    5.5895E-02    1.0432E+01   -9.9151E+00
  651   -1.3575E+01   -4.8088E+01    9.2593E+00   -1.9214E+00   -1.2600E+01   -4.4544E+00
  652   -1.4798E+01   -4.7726E+01    7.4074E+00    1.6693E+00    1.1534E+01   -4.4469E+00
  653   -1.3575E+01   -4.8088E+01    1.4815E+01   -1.3609E+00   -1.2450E+01   -2.4443E+00
  654   -1.4798E+01   -4.7726E+01    1.2963E+01    1.4253E+00    1.1546E+01   -2.0861E+00
  655   -1.3575E+01   -4.8088E+01    2.0370E+01   -5.9205E-01   -1.2321E+01   -1.5920E+00
  656   -1.4798E+01   -4.7726E+01    1.8519E+01    7.7718E-01    1.1412E+01   -1.0131E+00
  657   -1.3575E+01   -4.8088E+01    2.5926E+01    1.7171E-01   -1.2291E+01   -1.4020E+00
  658   -1.4798E+01   -4.7726E+01    2.4074E+01    8.0466E-02    1.1353E+01   -6.5308E-01
  659   -1.3575E+01   -4.8088E+01    3.1481E+01    9.5156E-01   -1.2359E+01   -1.7693E+00
  660   -1.4798E+01   -4.7726E+01    2.9630E+01   -6.2050E-01    1.1389E+01   -8.1749E-01
  661   -1.3575E+01   -4.8088E+01    3.7037E+01    1.7424E+00   -1.2528E+01   -2.9062E+00
  662   -1.4798E+01   -4.7726E+01    3.5185E+01   -1.3207E+00    1.1523E+01   -1.5905E+00
  663   -1.3575E+01   -4.8088E+01    4.2593E+01    2.1994E+00   -1.2623E+01   -5.5157E+00
  664   -1.4798E+01   -4.7726E+01    4.0741E+01   -1.8335E+00    1.1667E+01   -3.3898E+00
  665   -1.3575E+01   -4.8088E+01    4.8148E+01    5.5740E-01   -1.1548E+01   -1.2028E+01
  666   -1.4798E+01   -4.7726E+01    4.6296E+01   -1.3439E+00    1.1227E+01   -7.3826E+00
  667   -1.7212E+01   -4.6909E+01    3.7037E+00   -5.1451E-01   -8.9409E+00   -6.0839E+00
  668   -1.8404E+01   -4.6455E+01    1.8519E+00   -2.2176E-01    7.8846E+00   -6.4557E+00
  669   -1.7212E+01   -4.6909E+01    9.2593E+00   -1.2395E+00   -9.6472E+00   -3.1976E+00
  670   -1.8404E+01   -4.6455E+01    7.4074E+00    9.7798E-01    8.8825E+00   -3.0352E+00
  671   -1.7212E+01   -4.6909E+01    1.4815E+01   -1.0024E+00   -9.6593E+00   -1.7131E+00
  672   -1.8404E+01   -4.6455E+01    1.2963E+01    9.8552E-01    9.0657E+00   -1.3865E+00
  673   -1.7212E+01   -4.6909E+01    2.0370E+01   -4.6127E-01   -9.5771E+00   -1.0197E+00
  674   -1.8404E+01   -4.6455E+01    1.8519E+01    5.8067E-01    9.0125E+00   -5.4769E-01
  675   -1.7212E+01   -4.6909E+01    2.5926E+01    1.4866E-01   -9.5539E+00   -8.5833E-01
  676   -1.8404E+01   -4.6455E+01    2.4074E+01    5.1952E-02    8.9740E+00   -2.4853E-01
  677   -1.7212E+01   -4.6909E+01    3.1481E+01    7.6008E-01   -9.6091E+00   -1.1675E+00
  678   -1.8404E+01   -4.6455E+01    2.9630E+01   -4.9470E-01    9.0027E+00   -3.8456E-01
  679   -1.7212E+01   -4.6909E+01    3.7037E+01    1.2810E+00   -9.7059E+00   -2.0739E+00
  680   -1.8404E+01   -4.6455E+01    3.5185E+01   -9.8303E-01    9.0832E+00   -1.0059E+00
  681   -1.7212E+01   -4.6909E+01    4.2593E+01    1.3982E+00   -9.6003E+00   -3.9351E+00
  682   -1.8404E+01   -4.6455E+01    4.0741E+01   -1.2136E+00    9.0736E+00   -2.3327E+00
  683   -1.7212E+01   -4.6909E+01    4.8148E+01    1.4927E-01   -8.5860E+00   -8.0857E+00
  684   -1.8404E+01   -4.6455E+01    4.6296E+01   -7.0578E-01    8.4978E+00   -4.9398E+00
  685   -2.0749E+01   -4.5456E+01    3.7037E+00   -9.0779E-02   -6.9398E+00   -3.8593E+00
  686   -2.1902E+01   -4.4912E+01    1.8519E+00   -4.0564E-01    6.1676E+00   -3.7966E+00
  687   -2.0749E+01   -4.5456E+01    9.2593E+00   -7.1972E-01   -7.6657E+00   -2.0730E+00
  688   -2.1902E+01   -4.4912E+01    7.4074E+00    4.8530E-01    7.0635E+00   -1.7898E+00
  689   -2.0749E+01   -4.5456E+01    1.4815E+01   -6.7634E-01   -7.8035E+00   -1.0349E+00
  690   -2.1902E+01   -4.4912E+01    1.2963E+01    6.1889E-01    7.3526E+00   -6.9837E-01
  691   -2.0749E+01   -4.5456E+01    2.0370E+01   -3.2691E-01   -7.7817E+00   -5.0354E-01
  692   -2.1902E+01   -4.4912E+01    1.8519E+01    3.9580E-01    7.3778E+00   -8.0894E-02
  693   -2.0749E+01   -4.5456E+01    2.5926E+01    1.2630E-01   -7.7712E+00   -3.7495E-01
  694   -2.1902E+01   -4.4912E+01    2.4074E+01    2.3263E-02    7.3661E+00    1.5283E-01
  695   -2.0749E+01   -4.5456E+01    3.1481E+01    5.7189E-01   -7.8032E+00   -6.2166E-01
  696   -2.1902E+01   -4.4912E+01    2.9630E+01   -3.7354E-01    7.3833E+00    4.5578E-02
  697   -2.0749E+01   -4.5456E+01    3.7037E+01    8.8232E-01   -7.8189E+00   -1.3047E+00
  698   -2.1902E+01   -4.4912E+01    3.5185E+01   -6.8616E-01    7.4044E+00   -4.2694E-01
  699   -2.0749E+01   -4.5456E+01    4.2593E+01    8.2205E-01   -7.5779E+00   -2.5698E+00
  700   -2.1902E+01   -4.4912E+01    4.0741E+01   -7.4329E-01    7.2777E+00   -1.3542E+00
  701   -2.0749E+01   -4.5456E+01    4.8148E+01   -1.0617E-01   -6.6546E+00   -5.1224E+00
  702   -2.1902E+01   -4.4912E+01    4.6296E+01   -2.8586E-01    6.6592E+00   -2.9760E+00
  703   -2.4164E+01   -4.3736E+01    3.7037E+00    1.9351E-01   -5.5446E+00   -2.0388E+00
  704   -2.5272E+01   -4.3105E+01    1.8519E+00   -5.1857E-01    4.9397E+00   -1.6410E+00
  705   -2.4164E+01   -4.3736E+01    9.2593E+00   -3.3382E-01   -6.2395E+00   -1.0490E+00
  706   -2.5272E+01   -4.3105E+01    7.4074E+00    1.3412E-01    5.7384E+00   -6.7686E-01
  707   -2.4164E+01   -4.3736E+01    1.4815E+01   -4.0238E-01   -6.4602E+00   -3.7454E-01
  708   -2.5272E+01   -4.3105E+01    1.2963E+01    3.2791E-01    6.0839E+00   -1.8344E-02
  709   -2.4164E+01   -4.3736E+01    2.0370E+01   -2.0368E-01   -6.4949E+00    5.3020E-03
  710   -2.5272E+01   -4.3105E+01    1.8519E+01    2.3521E-01    6.1721E+00    4.0358E-01
  711   -2.4164E+01   -4.3736E+01    2.5926E+01    1.0528E-01   -6.4984E+00    1.0051E-01
  712   -2.5272E+01   -4.3105E+01    2.4074E+01   -2.4698E-03    6.1865E+00    5.7333E-01
  713   -2.4164E+01   -4.3736E+01    3.1481E+01    4.0251E-01   -6.5046E+00   -8.4438E-02
  714   -2.5272E+01   -4.3105E+01    2.9630E+01   -2.6530E-01    6.1915E+00    4.9361E-01
  715   -2.4164E+01   -4.3736E+01    3.7037E+01    5.5842E-01   -6.4497E+00   -5.6629E-01
  716   -2.5272E+01   -4.3105E+01    3.5185E+01   -4.4022E-01    6.1597E+00    1.5779E-01
  717   -2.4164E+01   -4.3736E+01    4.2593E+01    4.1024E-01   -6.1305E+00   -1.3659E+00
  718   -2.5272E+01   -4.3105E+01    4.0741E+01   -3.9383E-01    5.9552E+00   -4.4224E-01
  719   -2.4164E+01   -4.3736E+01    4.8148E+01   -2.6664E-01   -5.3028E+00   -2.7647E+00
  720   -2.5272E+01   -4.3105E+01    4.6296E+01   -4.0314E-03    5.3419E+00   -1.3373E+00
  721   -2.7437E+01   -4.1761E+01    3.7037E+00    3.8299E-01   -4.5224E+00   -4.9927E-01
  722   -2.8494E+01   -4.1047E+01    1.8519E+00   -5.7866E-01    4.0209E+00    1.6842E-01
  723   -2.7437E+01   -4.1761E+01    9.2593E+00   -5.2029E-02   -5.1646E+00   -1.0931E-01
  724   -2.8494E+01   -4.1047E+01    7.4074E+00   -1.1501E-01    4.7312E+00    3.2754E-01
  725   -2.7437E+01   -4.1761E+01    1.4815E+01   -1.8410E-01   -5.4321E+00    2.7341E-01
  726   -2.8494E+01   -4.1047E+01    1.2963E+01    1.0483E-01    5.0990E+00    6.4775E-01
  727   -2.7437E+01   -4.1761E+01    2.0370E+01   -9.9251E-02   -5.5112E+00    5.1970E-01
  728   -2.8494E+01   -4.1047E+01    1.8519E+01    1.0383E-01    5.2313E+00    9.0358E-01
  729   -2.7437E+01   -4.1761E+01    2.5926E+01    8.6423E-02   -5.5270E+00    5.8367E-01
  730   -2.8494E+01   -4.1047E+01    2.4074E+01   -2.3647E-02    5.2671E+00    1.0150E+00
  731   -2.7437E+01   -4.1761E+01    3.1481E+01    2.5970E-01   -5.5102E+00    4.5584E-01
  732   -2.8494E+01   -4.1047E+01    2.9630E+01   -1.7407E-01    5.2614E+00    9.6032E-01
  733   -2.7437E+01   -4.1761E+01    3.7037E+01    3.0559E-01   -5.4028E+00    1.4704E-01
  734   -2.8494E+01   -4.1047E+01    3.5185E+01   -2.4490E-01    5.1889E+00    7.4435E-01
  735   -2.7437E+01   -4.1761E+01    4.2593E+01    1.1633E-01   -5.0471E+00   -2.8876E-01
  736   -2.8494E+01   -4.1047E+01    4.0741E+01   -1.3742E-01    4.9394E+00    4.0894E-01
  737   -2.7437E+01   -4.1761E+01    4.8148E+01   -3.6059E-01   -4.3120E+00   -8.0886E-01
  738   -2.8494E+01   -4.1047E+01    4.6296E+01    1.8579E-01    4.3555E+00    7.0184E-02
  739   -3.0550E+01   -3.9540E+01    3.7037E+00    5.0579E-01   -3.7454E+00    8.3254E-01
  740   -3.1549E+01   -3.8748E+01    1.8519E+00   -6.0023E-01    3.3095E+00    1.7246E+00
  741   -3.0550E+01   -3.9540E+01    9.2593E+00    1.5031E-01   -4.3259E+00    7.5619E-01
  742   -3.1549E+01   -3.8748E+01    7.4074E+00   -2.8987E-01    3.9402E+00    1.2399E+00
  743   -3.0550E+01   -3.9540E+01    1.4815E+01   -1.6985E-02   -4.6133E+00    9.0605E-01
  744   -3.1549E+01   -3.8748E+01    1.2963E+01   -6.1365E-02    4.3075E+00    1.2930E+00
  745   -3.0550E+01   -3.9540E+01    2.0370E+01   -1.5872E-02   -4.7223E+00    1.0389E+00
  746   -3.1549E+01   -3.8748E+01    1.8519E+01    1.3041E-03    4.4663E+00    1.4110E+00
  747   -3.0550E+01   -3.9540E+01    2.5926E+01    7.0125E-02   -4.7474E+00    1.0754E+00
  748   -3.1549E+01   -3.8748E+01    2.4074E+01   -3.9825E-02    4.5172E+00    1.4717E+00
  749   -3.0550E+01   -3.9540E+01    3.1481E+01    1.4487E-01   -4.7131E+00    9.9784E-01
  750   -3.1549E+01   -3.8748E+01    2.9630E+01   -1.0046E-01    4.5032E+00    1.4390E+00
  751   -3.0550E+01   -3.9540E+01    3.7037E+01    1.1373E-01   -4.5718E+00    8.3374E-01
  752   -3.1549E+01   -3.8748E+01    3.5185E+01   -9.4566E-02    4.4034E+00    1.3249E+00
  753   -3.0550E+01   -3.9540E+01    4.2593E+01   -9.2686E-02   -4.2077E+00    6.8478E-01
  754   -3.1549E+01   -3.8748E+01    4.0741E+01    4.8674E-02    4.1336E+00    1.2029E+00
  755   -3.0550E+01   -3.9540E+01    4.8148E+01   -4.0834E-01   -3.5576E+00    8.6107E-01
  756   -3.1549E+01   -3.8748E+01    4.6296E+01    3.1217E-01    3.5900E+00    1.3031E+00
  757   -3.3484E+01   -3.7089E+01    3.7037E+00    5.8108E-01   -3.1361E+00    2.0029E+00
  758   -3.4420E+01   -3.6222E+01    1.8519E+00   -5.9296E-01    2.7413E+00    3.0846E+00
  759   -3.3484E+01   -3.7089E+01    9.2593E+00    2.9272E-01   -3.6530E+00    1.5543E+00
  760   -3.4420E+01   -3.6222E+01    7.4074E+00   -4.1053E-01    3.3020E+00    2.0720E+00
  761   -3.3484E+01   -3.7089E+01    1.4815E+01    1.0667E-01   -3.9411E+00    1.5182E+00
  762   -3.4420E+01   -3.6222E+01    1.2963E+01   -1.8194E-01    3.6541E+00    1.9122E+00
  763   -3.3484E+01   -3.7089E+01    2.0370E+01    4.7521E-02   -4.0670E+00    1.5571E+00
  764   -3.4420E+01   -3.6222E+01    1.8519E+01   -7.5557E-02    3.8250E+00    1.9175E+00
  765   -3.3484E+01   -3.7089E+01    2.5926E+01    5.6329E-02   -4.0979E+00    1.5702E+00
  766   -3.4420E+01   -3.6222E+01    2.4074E+01   -5.1297E-02    3.8849E+00    1.9354E+00
  767   -3.3484E+01   -3.7089E+01    3.1481E+01    5.5741E-02   -4.0520E+00    1.5355E+00
  768   -3.4420E+01   -3.6222E+01    2.9630E+01   -4.2951E-02    3.8654E+00    1.9215E+00
  769   -3.3484E+01   -3.7089E+01    3.7037E+01   -2.8663E-02   -3.8929E+00    1.4904E+00
  770   -3.4420E+01   -3.6222E+01    3.5185E+01    1.8351E-02    3.7501E+00    1.8924E+00
  771   -3.3484E+01   -3.7089E+01    4.2593E+01   -2.4024E-01   -3.5387E+00    1.5700E+00
  772   -3.4420E+01   -3.6222E+01    4.0741E+01    1.8219E-01    3.4774E+00    1.9426E+00
  773   -3.3484E+01   -3.7089E+01    4.8148E+01   -4.2341E-01   -2.9643E+00    2.3149E+00
  774   -3.4420E+01   -3.6222E+01    4.6296E+01    3.9401E-01    2.9790E+00    2.3976E+00
  775    2.2732E+00    4.9916E+01    3.7037E+00   -7.4496E+00   -7.7901E+01   -3.8731E+01
  776    3.5464E+00    4.9841E+01    1.8519E+00    2.9116E+00    4.8786E+01   -3.8794E+01
  777    2.2732E+00    4.9916E+01    9.2593E+00   -4.2860E+00   -7.4297E+01   -2.4733E+01
  778    3.5464E+00    4.9841E+01    7.4074E+00    5.3715E+00    4.8906E+01   -1.5172E+01
  779    2.2732E+00    4.9916E+01    1.4815E+01   -1.9197E+00   -7.4245E+01   -2.1181E+01
  780    3.5464E+00    4.9841E+01    1.2963E+01    2.6154E+00    4.8348E+01   -1.0174E+01
  781    2.2732E+00    4.9916E+01    2.0370E+01   -5.7181E-01   -7.4310E+01   -1.9988E+01
  782    3.5464E+00    4.9841E+01    1.8519E+01    1.0360E+00    4.8267E+01   -8.5302E+00
  783    2.2732E+00    4.9916E+01    2.5926E+01    4.5915E-01   -7.4333E+01   -1.9763E+01
  784    3.5464E+00    4.9841E+01    2.4074E+01   -8.3663E-02    4.8259E+01   -8.0493E+00
  785    2.2732E+00    4.9916E+01    3.1481E+01    1.5517E+00   -7.4301E+01   -2.0306E+01
  786    3.5464E+00    4.9841E+01    2.9630E+01   -1.1460E+00    4.8268E+01   -8.3066E+00
  787    2.2732E+00    4.9916E+01    3.7037E+01    3.1439E+00   -7.4258E+01   -2.2076E+01
  788    3.5464E+00    4.9841E+01    3.5185E+01   -2.5034E+00    4.8327E+01   -9.4988E+00
  789    2.2732E+00    4.9916E+01    4.2593E+01    6.1932E+00   -7.4578E+01   -2.7468E+01
  790    3.5464E+00    4.9841E+01    4.0741E+01   -4.6975E+00    4.8665E+01   -1.2873E+01
  791    2.2732E+00    4.9916E+01    4.8148E+01    5.4737E+00   -7.5295E+01   -5.6213E+01
  792    3.5464E+00    4.9841E+01    4.6296E+01   -7.1254E+00    5.0228E+01   -2.5465E+01
  793    6.0833E+00    4.9596E+01    3.7037E+00   -3.8516E+00   -2.9035E+01   -1.8368E+01
  794    7.3471E+00    4.9424E+01    1.8519E+00    1.2350E+00    2.2750E+01   -2.2282E+01
  795    6.0833E+00    4.9596E+01    9.2593E+00   -3.6132E+00   -2.8478E+01   -8.3670E+00
  796    7.3471E+00    4.9424E+01    7.4074E+00    3.9029E+00    2.4067E+01   -8.2103E+00
  797    6.0833E+00    4.9596E+01    1.4815E+01   -1.9045E+00   -2.8120E+01   -5.2780E+00
  798    7.3471E+00    4.9424E+01    1.2963E+01    2.3848E+00    2.3593E+01   -4.0624E+00
  799    6.0833E+00    4.9596E+01    2.0370E+01   -6.8874E-01   -2.8023E+01   -4.1775E+00
  800    7.3471E+00    4.9424E+01    1.8519E+01    1.1096E+00    2.3401E+01   -2.5824E+00
  801    6.0833E+00    4.9596E+01    2.5926E+01    2.9656E-01   -2.8008E+01   -3.9539E+00
  802    7.3471E+00    4.9424E+01    2.4074E+01    1.0680E-01    2.3349E+01   -2.1362E+00
  803    6.0833E+00    4.9596E+01    3.1481E+01    1.3328E+00   -2.8046E+01   -4.4250E+00
  804    7.3471E+00    4.9424E+01    2.9630E+01   -8.5746E-01    2.3380E+01   -2.3579E+00
  805    6.0833E+00    4.9596E+01    3.7037E+01    2.7215E+00   -2.8204E+01   -5.9740E+00
  806    7.3471E+00    4.9424E+01    3.5185E+01   -2.0172E+00    2.3527E+01   -3.4083E+00
  807    6.0833E+00    4.9596E+01    4.2593E+01    4.6843E+00   -2.8714E+01   -1.0395E+01
  808    7.3471E+00    4.9424E+01    4.0741E+01   -3.5396E+00    2.3943E+01   -6.2596E+00
  809    6.0833E+00    4.9596E+01    4.8148E+01    2.6809E+00   -2.8007E+01   -2.7269E+01
  810    7.3471E+00    4.9424E+01    4.6296E+01   -4.0245E+00    2.4413E+01   -1.5117E+01
  811    9.8579E+00    4.8985E+01    3.7037E+00   -2.1743E+00   -1.7330E+01   -1.2747E+01
  812    1.1105E+01    4.8718E+01    1.8519E+00    4.6705E-01    1.4563E+01   -1.4754E+01
  813    9.8579E+00    4.8985E+01    9.2593E+00   -2.7565E+00   -1.7584E+01   -5.9387E+00
  814    1.1105E+01    4.8718E+01    7.4074E+00    2.6242E+00    1.5793E+01   -6.0694E+00
  815    9.8579E+00    4.8985E+01    1.4815E+01   -1.6983E+00   -1.7280E+01   -3.3695E+00
  816    1.1105E+01    4.8718E+01    1.2963E+01    1.9068E+00    1.5572E+01   -2.8449E+00
  817    9.8579E+00    4.8985E+01    2.0370E+01   -6.8960E-01   -1.7139E+01   -2.3823E+00
  818    1.1105E+01    4.8718E+01    1.8519E+01    9.5782E-01    1.5381E+01   -1.5525E+00
  819    9.8579E+00    4.8985E+01    2.5926E+01    2.0525E-01   -1.7111E+01   -2.1740E+00
  820    1.1105E+01    4.8718E+01    2.4074E+01    9.7389E-02    1.5316E+01   -1.1455E+00
  821    9.8579E+00    4.8985E+01    3.1481E+01    1.1342E+00   -1.7176E+01   -2.5960E+00
  822    1.1105E+01    4.8718E+01    2.9630E+01   -7.4704E-01    1.5354E+01   -1.3403E+00
  823    9.8579E+00    4.8985E+01    3.7037E+01    2.2331E+00   -1.7377E+01   -3.9523E+00
  824    1.1105E+01    4.8718E+01    3.5185E+01   -1.6803E+00    1.5516E+01   -2.2600E+00
  825    9.8579E+00    4.8985E+01    4.2593E+01    3.2885E+00   -1.7714E+01   -7.4486E+00
  826    1.1105E+01    4.8718E+01    4.0741E+01   -2.6225E+00    1.5825E+01   -4.5863E+00
  827    9.8579E+00    4.8985E+01    4.8148E+01    1.2485E+00   -1.6674E+01   -1.7738E+01
  828    1.1105E+01    4.8718E+01    4.6296E+01   -2.3516E+00    1.5692E+01   -1.0584E+01
  829    1.3575E+01    4.8088E+01    3.7037E+00   -1.1496E+00   -1.2015E+01   -8.9158E+00
  830    1.4798E+01    4.7726E+01    1.8519E+00    4.2908E-02    1.0420E+01   -9.8976E+00
  831    1.3575E+01    4.8088E+01    9.2593E+00   -1.9142E+00   -1.2599E+01   -4.4438E+00
  832    1.4798E+01    4.7726E+01    7.4074E+00    1.6613E+00    1.1531E+01   -4.4355E+00
  833    1.3575E+01    4.8088E+01    1.4815E+01   -1.3535E+00   -1.2450E+01   -2.4374E+00
