 *************************************************************************
 ************		    DDFS3D_qua_part2		       **********
 ************	    developed by Wong and Cui (2021)            **********
 ************	       DDFS3D (version 1.0), 31-5-2021		**********
 *************************************************************************
 Title: Flawed Brazilian disk(section 3.3 of the companion paper)to verify the quadrilateral element                                                    
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  1.0000E+15
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      2094
 Number of nodes   :      2102
 Computing time    :    223.50 s
Stresses and displacments at the controid of each element in the respective local c
  No.	    Szx            Szy          Szz            Ux            Uy           Uz 
   86    8.2301E-08   -4.4840E-07    2.6714E-07    1.1150E-03    6.3657E-04   -1.1996E-02
   87   -1.1825E-07    1.4535E-06    1.4853E-07    1.2921E-03    8.2640E-04   -1.1894E-02
   88    4.4070E-08    6.9502E-08   -5.4399E-08    1.2605E-03    1.3467E-03   -1.1486E-02
   89    3.6963E-08    1.0495E-07   -4.8627E-08   -9.7370E-04    1.9493E-03   -8.8539E-03
   90    1.8664E-08    1.7237E-07   -2.0653E-07   -9.8342E-04    1.5206E-03   -9.1893E-03
   91    2.7297E-07    5.6378E-08    2.1785E-07   -8.6280E-04    1.3164E-03   -9.3025E-03
   92    1.7111E-08   -1.2575E-07    5.7186E-08   -6.3037E-04    1.2400E-03   -9.3324E-03
   93    3.2005E-08   -2.5295E-07    1.5591E-07   -3.2952E-04    1.2192E-03   -9.3348E-03
   94    2.5593E-08   -1.8765E-07    1.7070E-07    1.2525E-06    1.2166E-03   -9.3324E-03
   95   -1.5553E-08   -1.4910E-07    1.6344E-07    3.3142E-04    1.2219E-03   -9.3310E-03
   96    9.3408E-09    2.2638E-08    4.9794E-08    6.3046E-04    1.2463E-03   -9.3246E-03
   97    2.2250E-07    1.3799E-07   -1.3417E-07    8.5995E-04    1.3283E-03   -9.2902E-03
   98    2.8568E-08    1.3036E-07    2.4143E-07    9.7756E-04    1.5406E-03   -9.1718E-03
