40
1	1.1	0	0	1	0	0	0	1	0	0	0	1
2	1.2	0	0	1	0	0	0	1	0	0	0	1
3	1.3	0	0	1	0	0	0	1	0	0	0	1
4	1.4	0	0	1	0	0	0	1	0	0	0	1
5	1.5	0	0	1	0	0	0	1	0	0	0	1
6	1.6	0	0	1	0	0	0	1	0	0	0	1
7	1.7	0	0	1	0	0	0	1	0	0	0	1
8	1.8	0	0	1	0	0	0	1	0	0	0	1
9	1.9	0	0	1	0	0	0	1	0	0	0	1
10	2	0	0	1	0	0	0	1	0	0	0	1
11	2.1	0	0	1	0	0	0	1	0	0	0	1
12	2.2	0	0	1	0	0	0	1	0	0	0	1
13	2.3	0	0	1	0	0	0	1	0	0	0	1
14	2.4	0	0	1	0	0	0	1	0	0	0	1
15	2.5	0	0	1	0	0	0	1	0	0	0	1
16	2.6	0	0	1	0	0	0	1	0	0	0	1
17	2.7	0	0	1	0	0	0	1	0	0	0	1
18	2.8	0	0	1	0	0	0	1	0	0	0	1
19	2.9	0	0	1	0	0	0	1	0	0	0	1
20	3	0	0	1	0	0	0	1	0	0	0	1
21	3.1	0	0	1	0	0	0	1	0	0	0	1
22	3.2	0	0	1	0	0	0	1	0	0	0	1
23	3.3	0	0	1	0	0	0	1	0	0	0	1
24	3.4	0	0	1	0	0	0	1	0	0	0	1
25	3.5	0	0	1	0	0	0	1	0	0	0	1
26	3.6	0	0	1	0	0	0	1	0	0	0	1
27	3.7	0	0	1	0	0	0	1	0	0	0	1
28	3.8	0	0	1	0	0	0	1	0	0	0	1
29	3.9	0	0	1	0	0	0	1	0	0	0	1
30	4	0	0	1	0	0	0	1	0	0	0	1
31	4.1	0	0	1	0	0	0	1	0	0	0	1
32	4.2	0	0	1	0	0	0	1	0	0	0	1
33	4.3	0	0	1	0	0	0	1	0	0	0	1
34	4.4	0	0	1	0	0	0	1	0	0	0	1
35	4.5	0	0	1	0	0	0	1	0	0	0	1
36	4.6	0	0	1	0	0	0	1	0	0	0	1
37	4.7	0	0	1	0	0	0	1	0	0	0	1
38	4.8	0	0	1	0	0	0	1	0	0	0	1
39	4.9	0	0	1	0	0	0	1	0	0	0	1
40	5	0	0	1	0	0	0	1	0	0	0	1
