 *************************************************************************
 ************		    DDM3D_qua_part1		        **********
 ************	    developed by Wong and Cui (2021)            **********
 ************	       DDFS3D (version 1.0), 31-5-2021		**********
 *************************************************************************
 Title: Penny shape crack(section 3.1 of the companion paper)to verify the quadrilateral element                                  
 Modulus=  4.0000E+04  Poisson ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      1038
 Number of nodes   :      1091
 Times of iteration:        59
 Computing time    :      9.62 s
 Coordinates of center of gravity and displacement discontinuities of each element:
  No.	     Gx            Gy            Gz            Dx            Dy           Dz 
  244   -1.5193E-01    8.3137E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3657E-05
  245   -2.0790E-01    8.2057E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3508E-05
  246   -2.6258E-01    8.0802E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3198E-05
  247   -2.5567E-01    7.4923E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.7945E-05
  248   -2.4885E-01    6.8997E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.1882E-05
  249   -2.4206E-01    6.3048E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5209E-05
  250   -2.3530E-01    5.7086E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8050E-05
  251   -2.2858E-01    5.1108E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0485E-05
  252   -2.2193E-01    4.5117E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.2569E-05
  253   -2.1531E-01    3.9115E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.4338E-05
  254   -2.0872E-01    3.3105E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5822E-05
  255   -2.0218E-01    2.7090E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.7040E-05
  256   -1.9570E-01    2.1072E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8009E-05
  257   -1.8937E-01    1.5051E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8739E-05
  258   -1.8367E-01    9.0296E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.9233E-05
  259   -1.7927E-01    3.0080E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.9491E-05
  260   -2.0158E-01    7.6103E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8297E-05
  261   -1.9473E-01    7.0102E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2272E-05
  262   -1.8748E-01    6.4079E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5636E-05
  263   -1.8001E-01    5.8034E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8513E-05
  264   -1.7249E-01    5.1969E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0978E-05
  265   -1.6506E-01    4.5886E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3086E-05
  266   -1.5777E-01    3.9788E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.4874E-05
  267   -1.5068E-01    3.3680E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6369E-05
  268   -1.4380E-01    2.7564E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.7594E-05
  269   -1.3714E-01    2.1441E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8562E-05
  270   -1.3074E-01    1.5316E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.9287E-05
  271   -1.2527E-01    9.1882E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.9772E-05
  272   -1.2121E-01    3.0603E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0020E-05
  273   -1.4639E-01    7.7145E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8474E-05
  274   -1.3964E-01    7.1099E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2479E-05
  275   -1.3208E-01    6.5022E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5874E-05
  276   -1.2407E-01    5.8912E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8778E-05
  277   -1.1594E-01    5.2772E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1269E-05
  278   -1.0791E-01    4.6608E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3397E-05
  279   -1.0013E-01    4.0424E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5200E-05
  280   -9.2674E-02    3.4224E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6706E-05
  281   -8.5589E-02    2.8012E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.7935E-05
  282   -7.8876E-02    2.1791E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8905E-05
  283   -7.2556E-02    1.5566E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.9625E-05
  284   -6.7276E-02    9.3371E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0103E-05
  285   -6.3448E-02    3.1079E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0344E-05
  286   -9.0556E-02    7.7994E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8497E-05
  287   -8.3945E-02    7.1930E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2522E-05
  288   -7.6149E-02    6.5820E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5937E-05
  289   -6.7699E-02    5.9665E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8862E-05
  290   -5.9049E-02    5.3468E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1370E-05
  291   -5.0526E-02    4.7238E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3513E-05
  292   -4.2338E-02    4.0981E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5328E-05
  293   -3.4608E-02    3.4702E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6842E-05
  294   -2.7393E-02    2.8407E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8076E-05
  295   -2.0696E-02    2.2100E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.9045E-05
  296   -1.4522E-02    1.5786E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.9762E-05
  297   -9.5049E-03    9.4682E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0234E-05
  298   -6.0056E-03    3.1486E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0469E-05
  299   -3.4339E-02    7.8613E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8384E-05
  300   -2.7871E-02    7.2557E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2416E-05
  301   -1.9874E-02    6.6438E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5841E-05
  302   -1.1028E-02    6.0257E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8775E-05
  303   -1.9124E-03    5.4023E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1293E-05
  304    7.0516E-03    4.7744E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3444E-05
  305    1.5592E-02    4.1431E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5265E-05
  306    2.3551E-02    3.5091E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6783E-05
  307    3.0852E-02    2.8730E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8019E-05
  308    3.7490E-02    2.2353E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8987E-05
  309    4.3454E-02    1.5967E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.9700E-05
  310    4.8129E-02    9.5755E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0169E-05
  311    5.1238E-02    3.1810E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0399E-05
  312    2.2101E-02    7.8978E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8148E-05
  313    2.8429E-02    7.2956E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2173E-05
  314    3.6618E-02    6.6850E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5593E-05
  315    4.5839E-02    6.0666E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8526E-05
  316    5.5392E-02    5.4414E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1042E-05
  317    6.4767E-02    4.8109E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3193E-05
  318    7.3632E-02    4.1760E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5014E-05
  319    8.1791E-02    3.5377E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6531E-05
  320    8.9151E-02    2.8968E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.7766E-05
  321    9.5705E-02    2.2541E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8732E-05
  322    1.0142E-01    1.6102E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.9442E-05
  323    1.0577E-01    9.6553E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.9907E-05
  324    1.0859E-01    3.2051E-02    0.0000E+00    0.0000E+00    0.0000E+00   -6.0134E-05
  325    7.8616E-02    7.9073E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.7798E-05
  326    8.4824E-02    7.3111E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.1798E-05
  327    9.3209E-02    6.7042E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5199E-05
  328    1.0280E-01    6.0877E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8116E-05
  329    1.1278E-01    5.4630E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0621E-05
  330    1.2255E-01    4.8318E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.2762E-05
  331    1.3173E-01    4.1954E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.4575E-05
  332    1.4008E-01    3.5550E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6086E-05
  333    1.4748E-01    2.9115E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.7315E-05
  334    1.5394E-01    2.2658E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8277E-05
  335    1.5941E-01    1.6187E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8984E-05
  336    1.6348E-01    9.7053E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.9446E-05
  337    1.6610E-01    3.2200E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.9670E-05
  338    1.3506E-01    7.8891E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.7339E-05
  339    1.4118E-01    7.3012E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.1295E-05
  340    1.4978E-01    6.7005E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4661E-05
  341    1.5975E-01    6.0881E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.7548E-05
  342    1.7016E-01    5.4662E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0027E-05
  343    1.8034E-01    4.8365E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.2148E-05
  344    1.8982E-01    4.2008E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3945E-05
  345    1.9835E-01    3.5604E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5444E-05
  346    2.0580E-01    2.9165E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6665E-05
  347    2.1216E-01    2.2700E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.7620E-05
  348    2.1742E-01    1.6217E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.8321E-05
  349    2.2124E-01    9.7235E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.8780E-05
  350    2.2370E-01    3.2249E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.9001E-05
  351    1.9126E-01    7.8426E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6772E-05
  352    1.9734E-01    7.2655E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.0667E-05
  353    2.0619E-01    6.6731E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3978E-05
  354    2.1657E-01    6.0672E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.6819E-05
  355    2.2744E-01    5.4503E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.9260E-05
  356    2.3802E-01    4.8245E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1349E-05
  357    2.4783E-01    4.1917E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3122E-05
  358    2.5656E-01    3.5536E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.4602E-05
  359    2.6407E-01    2.9114E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5808E-05
  360    2.7034E-01    2.2663E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6754E-05
  361    2.7540E-01    1.6193E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.7449E-05
  362    2.7900E-01    9.7086E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.7903E-05
  363    2.8133E-01    3.2190E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.8121E-05
  364    2.4706E-01    7.7676E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6100E-05
  365    2.5317E-01    7.2034E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.9912E-05
  366    2.6231E-01    6.6216E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3151E-05
  367    2.7314E-01    6.0246E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5929E-05
  368    2.8448E-01    5.4149E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8316E-05
  369    2.9552E-01    4.7952E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0362E-05
  370    3.0567E-01    4.1677E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.2099E-05
  371    3.1463E-01    3.5342E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3552E-05
  372    3.2221E-01    2.8961E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.4739E-05
  373    3.2843E-01    2.2547E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5671E-05
  374    3.3331E-01    1.6111E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.6357E-05
  375    3.3674E-01    9.6595E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.6807E-05
  376    3.3895E-01    3.2019E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.7021E-05
  377    3.0228E-01    7.6638E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.5324E-05
  378    3.0848E-01    7.1147E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.9032E-05
  379    3.1799E-01    6.5458E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2178E-05
  380    3.2931E-01    5.9597E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4874E-05
  381    3.4119E-01    5.3597E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.7191E-05
  382    3.5271E-01    4.7484E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.9178E-05
  383    3.6326E-01    4.1285E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0869E-05
  384    3.7247E-01    3.5019E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.2286E-05
  385    3.8018E-01    2.8702E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3446E-05
  386    3.8638E-01    2.2349E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.4361E-05
  387    3.9113E-01    1.5971E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.5036E-05
  388    3.9441E-01    9.5756E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.5479E-05
  389    3.9653E-01    3.1731E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.5688E-05
  390    3.5672E-01    7.5315E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.4443E-05
  391    3.6311E-01    6.9994E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8025E-05
  392    3.7306E-01    6.4456E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.1055E-05
  393    3.8494E-01    5.8728E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3648E-05
  394    3.9741E-01    5.2847E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5878E-05
  395    4.0948E-01    4.6842E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.7791E-05
  396    4.2047E-01    4.0742E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.9422E-05
  397    4.3001E-01    3.4569E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0792E-05
  398    4.3789E-01    2.8339E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1919E-05
  399    4.4413E-01    2.2070E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.2810E-05
  400    4.4881E-01    1.5773E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.3470E-05
  401    4.5198E-01    9.4574E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.3904E-05
  402    4.5405E-01    3.1328E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.4107E-05
  403    4.1015E-01    7.3717E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3453E-05
  404    4.1683E-01    6.8589E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6883E-05
  405    4.2729E-01    6.3225E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.9774E-05
  406    4.3982E-01    5.7653E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2243E-05
  407    4.5297E-01    5.1913E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4364E-05
  408    4.6565E-01    4.6039E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.6187E-05
  409    4.7718E-01    4.0060E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.7743E-05
  410    4.8711E-01    3.4001E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.9056E-05
  411    4.9525E-01    2.7881E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.0139E-05
  412    5.0159E-01    2.1718E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1000E-05
  413    5.0627E-01    1.5524E-01    0.0000E+00    0.0000E+00    0.0000E+00   -5.1640E-05
  414    5.0942E-01    9.3087E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.2062E-05
  415    5.1147E-01    3.0826E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.2258E-05
  416    4.6217E-01    7.1882E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2339E-05
  417    4.6924E-01    6.6978E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.5590E-05
  418    4.8033E-01    6.1813E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8316E-05
  419    4.9363E-01    5.6421E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.0637E-05
  420    5.0756E-01    5.0842E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2630E-05
  421    5.2099E-01    4.5117E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4343E-05
  422    5.3315E-01    3.9277E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5811E-05
  423    5.4359E-01    3.3349E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.7053E-05
  424    5.5209E-01    2.7355E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8083E-05
  425    5.5866E-01    2.1314E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.8906E-05
  426    5.6345E-01    1.5239E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.9522E-05
  427    5.6666E-01    9.1403E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.9928E-05
  428    5.6876E-01    3.0269E-02    0.0000E+00    0.0000E+00    0.0000E+00   -5.0112E-05
  429    5.1211E-01    6.9899E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.1074E-05
  430    5.1968E-01    6.5262E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.4111E-05
  431    5.3160E-01    6.0328E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6644E-05
  432    5.4585E-01    5.5134E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8794E-05
  433    5.6076E-01    4.9729E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.0638E-05
  434    5.7511E-01    4.4161E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2226E-05
  435    5.8808E-01    3.8467E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3590E-05
  436    5.9919E-01    3.2677E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4750E-05
  437    6.0822E-01    2.6815E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.5718E-05
  438    6.1518E-01    2.0900E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.6496E-05
  439    6.2025E-01    1.4949E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.7080E-05
  440    6.2364E-01    8.9703E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.7465E-05
  441    6.2589E-01    2.9733E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.7635E-05
  442    5.5831E-01    6.7949E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9622E-05
  443    5.6708E-01    6.3624E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2397E-05
  444    5.8026E-01    5.8942E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.4703E-05
  445    5.9585E-01    5.3951E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6656E-05
  446    6.1207E-01    4.8716E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8334E-05
  447    6.2762E-01    4.3297E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.9783E-05
  448    6.4165E-01    3.7738E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.1031E-05
  449    6.5368E-01    3.2075E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2099E-05
  450    6.6347E-01    2.6333E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.2995E-05
  451    6.7104E-01    2.0534E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.3719E-05
  452    6.7659E-01    1.4693E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.4263E-05
  453    6.8035E-01    8.8221E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.4622E-05
  454    6.8283E-01    2.9302E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.4773E-05
  455    6.0029E-01    6.6231E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.7953E-05
  456    6.1052E-01    6.2290E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0381E-05
  457    6.2560E-01    5.7861E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2407E-05
  458    6.4320E-01    5.3043E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.4139E-05
  459    6.6121E-01    4.7950E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.5637E-05
  460    6.7831E-01    4.2656E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6935E-05
  461    6.9385E-01    3.7197E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.8052E-05
  462    7.0720E-01    3.1623E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.9014E-05
  463    7.1795E-01    2.5977E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.9833E-05
  464    7.2629E-01    2.0270E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.0497E-05
  465    7.3253E-01    1.4510E-01    0.0000E+00    0.0000E+00    0.0000E+00   -4.0995E-05
  466    7.3677E-01    8.7166E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.1321E-05
  467    7.3957E-01    2.9017E-02    0.0000E+00    0.0000E+00    0.0000E+00   -4.1449E-05
  468    6.3567E-01    6.5030E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.6009E-05
  469    6.4900E-01    6.1484E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.7934E-05
  470    6.6747E-01    5.7232E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9637E-05
  471    6.8843E-01    5.2492E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.1117E-05
  472    7.0901E-01    4.7485E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2415E-05
  473    7.2807E-01    4.2285E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.3542E-05
  474    7.4590E-01    3.6856E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.4501E-05
  475    7.6114E-01    3.1318E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.5334E-05
  476    7.7274E-01    2.5756E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6077E-05
  477    7.8171E-01    2.0122E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.6684E-05
  478    7.8877E-01    1.4404E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.7128E-05
  479    7.9357E-01    8.6513E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.7415E-05
  480    7.9648E-01    2.8797E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.7526E-05
  481    8.5330E-01    2.8808E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.2790E-05
  482    9.1028E-01    2.9323E-02    0.0000E+00    0.0000E+00    0.0000E+00   -2.6814E-05
  483    9.6904E-01    3.0352E-02    0.0000E+00    0.0000E+00    0.0000E+00   -1.8309E-05
  484    8.5030E-01    8.6709E-02    0.0000E+00    0.0000E+00    0.0000E+00   -3.2691E-05
  485    9.0694E-01    8.8318E-02    0.0000E+00    0.0000E+00    0.0000E+00   -2.6736E-05
  486    9.6534E-01    9.1239E-02    0.0000E+00    0.0000E+00    0.0000E+00   -1.8260E-05
  487    8.4482E-01    1.4443E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2445E-05
  488    9.0063E-01    1.4713E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.6541E-05
  489    9.5810E-01    1.5195E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.8128E-05
  490    8.3674E-01    2.0179E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.2062E-05
  491    8.9128E-01    2.0551E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.6233E-05
  492    9.4730E-01    2.1214E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7919E-05
  493    8.2644E-01    2.5825E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.1523E-05
  494    8.7895E-01    2.6316E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.5813E-05
  495    9.3298E-01    2.7151E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7636E-05
  496    8.1333E-01    3.1388E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0882E-05
  497    8.6350E-01    3.1988E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.5305E-05
  498    9.1516E-01    3.2980E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.7294E-05
  499    7.9631E-01    3.6920E-01    0.0000E+00    0.0000E+00    0.0000E+00   -3.0194E-05
  500    8.4465E-01    3.7565E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.4741E-05
  501    8.9386E-01    3.8680E-01    0.0000E+00    0.0000E+00    0.0000E+00   -1.6906E-05
  502    7.7629E-01    4.2344E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.9400E-05
  503    8.2266E-01    4.3014E-01    0.0000E+00    0.0000E+00    0.0000E+00   -2.4100E-05
