 *************************************************************************
 ************		    FSM3D_tri_part1		        **********
 ************	      Algorithm developed by                    **********
 ************	  Kuriyama et al.(1995) and Wong & Cui (2021)   **********
 ************	   Codes developed by Wong & Cui (2021)	        **********
 ************	       DDFS3D (version 1.0), 31-5-2021		**********
 *************************************************************************
 Title: Intact Brazilian disk(section S3-2 of the companion paper)to verify the triangular element                                  
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  0.0000E+00
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      3504
 Number of nodes   :      1754
 Times of iteration:       239
 Computing time    :    321.10 s
 Coordinates of center of gravity and fictitous stresses of each element:
  No.	     Gx            Gy            Gz            Px            Py           Pz 
  549   -6.0833E+00   -4.9596E+01    2.5926E+01    8.9786E-04   -7.6422E-02   -4.0582E-03
  550   -7.3471E+00   -4.9424E+01    2.4074E+01    4.0408E-04    6.3429E-02    3.6935E-04
  551   -6.0833E+00   -4.9596E+01    3.1481E+01    4.4743E-03   -7.6622E-02   -5.3053E-03
  552   -7.3471E+00   -4.9424E+01    2.9630E+01   -2.8206E-03    6.3557E-02   -2.2108E-04
  553   -6.0833E+00   -4.9596E+01    3.7037E+01    9.2908E-03   -7.7305E-02   -9.5984E-03
  554   -7.3471E+00   -4.9424E+01    3.5185E+01   -6.7149E-03    6.4135E-02   -3.1399E-03
  555   -6.0833E+00   -4.9596E+01    4.2593E+01    1.6465E-02   -7.9154E-02   -2.2690E-02
  556   -7.3471E+00   -4.9424E+01    4.0741E+01   -1.2006E-02    6.5662E-02   -1.1450E-02
  557   -6.0833E+00   -4.9596E+01    4.8148E+01    1.3335E-02   -7.6045E-02   -7.5183E-02
  558   -7.3471E+00   -4.9424E+01    4.6296E+01   -1.4999E-02    6.7377E-02   -3.8521E-02
  559   -9.8579E+00   -4.8985E+01    3.7037E+00   -8.6850E-03   -4.7945E-02   -3.1702E-02
  560   -1.1105E+01   -4.8718E+01    1.8519E+00    3.3360E-03    3.9218E-02   -3.7401E-02
  561   -9.8579E+00   -4.8985E+01    9.2593E+00   -9.5585E-03   -4.8527E-02   -1.1508E-02
  562   -1.1105E+01   -4.8718E+01    7.4074E+00    8.9718E-03    4.3420E-02   -1.2433E-02
  563   -9.8579E+00   -4.8985E+01    1.4815E+01   -5.8361E-03   -4.7362E-02   -3.9619E-03
  564   -1.1105E+01   -4.8718E+01    1.2963E+01    6.3980E-03    4.2496E-02   -2.9636E-03
  565   -9.8579E+00   -4.8985E+01    2.0370E+01   -2.4013E-03   -4.6814E-02   -1.1165E-03
  566   -1.1105E+01   -4.8718E+01    1.8519E+01    3.2298E-03    4.1772E-02    7.8893E-04
  567   -9.8579E+00   -4.8985E+01    2.5926E+01    6.4442E-04   -4.6708E-02   -5.1502E-04
  568   -1.1105E+01   -4.8718E+01    2.4074E+01    3.6808E-04    4.1527E-02    1.9637E-03
  569   -9.8579E+00   -4.8985E+01    3.1481E+01    3.7906E-03   -4.6974E-02   -1.7083E-03
  570   -1.1105E+01   -4.8718E+01    2.9630E+01   -2.4333E-03    4.1674E-02    1.4133E-03
  571   -9.8579E+00   -4.8985E+01    3.7037E+01    7.4838E-03   -4.7760E-02   -5.6326E-03
  572   -1.1105E+01   -4.8718E+01    3.5185E+01   -5.5036E-03    4.2282E-02   -1.2391E-03
  573   -9.8579E+00   -4.8985E+01    4.2593E+01    1.1108E-02   -4.9019E-02   -1.5994E-02
  574   -1.1105E+01   -4.8718E+01    4.0741E+01   -8.6088E-03    4.3422E-02   -8.0574E-03
  575   -9.8579E+00   -4.8985E+01    4.8148E+01    5.8275E-03   -4.4987E-02   -4.6000E-02
  576   -1.1105E+01   -4.8718E+01    4.6296E+01   -8.1404E-03    4.2970E-02   -2.5583E-02
  577   -1.3575E+01   -4.8088E+01    3.7037E+00   -4.2994E-03   -3.2889E-02   -2.0890E-02
  578   -1.4798E+01   -4.7726E+01    1.8519E+00    9.2001E-04    2.7655E-02   -2.3278E-02
  579   -1.3575E+01   -4.8088E+01    9.2593E+00   -6.4059E-03   -3.4700E-02   -8.1833E-03
  580   -1.4798E+01   -4.7726E+01    7.4074E+00    5.4326E-03    3.1464E-02   -8.4862E-03
  581   -1.3575E+01   -4.8088E+01    1.4815E+01   -4.5411E-03   -3.4095E-02   -2.3321E-03
  582   -1.4798E+01   -4.7726E+01    1.2963E+01    4.6445E-03    3.1387E-02   -1.6948E-03
  583   -1.3575E+01   -4.8088E+01    2.0370E+01   -2.0000E-03   -3.3611E-02    1.5105E-04
  584   -1.4798E+01   -4.7726E+01    1.8519E+01    2.5589E-03    3.0886E-02    1.4286E-03
  585   -1.3575E+01   -4.8088E+01    2.5926E+01    5.3916E-04   -3.3502E-02    6.9969E-04
  586   -1.4798E+01   -4.7726E+01    2.4074E+01    2.9083E-04    3.0673E-02    2.4758E-03
  587   -1.3575E+01   -4.8088E+01    3.1481E+01    3.1070E-03   -3.3762E-02   -3.8054E-04
  588   -1.4798E+01   -4.7726E+01    2.9630E+01   -1.9841E-03    3.0806E-02    1.9892E-03
  589   -1.3575E+01   -4.8088E+01    3.7037E+01    5.6392E-03   -3.4381E-02   -3.7140E-03
  590   -1.4798E+01   -4.7726E+01    3.5185E+01   -4.2028E-03    3.1283E-02   -2.7522E-04
  591   -1.3575E+01   -4.8088E+01    4.2593E+01    7.0253E-03   -3.4730E-02   -1.1288E-02
  592   -1.4798E+01   -4.7726E+01    4.0741E+01   -5.7422E-03    3.1795E-02   -5.4902E-03
  593   -1.3575E+01   -4.8088E+01    4.8148E+01    2.4082E-03   -3.0768E-02   -2.9128E-02
  594   -1.4798E+01   -4.7726E+01    4.6296E+01   -4.2460E-03    3.0270E-02   -1.6616E-02
  595   -1.7212E+01   -4.6909E+01    3.7037E+00   -1.7360E-03   -2.4029E-02   -1.3106E-02
  596   -1.8404E+01   -4.6455E+01    1.8519E+00   -4.4701E-04    2.0514E-02   -1.3696E-02
  597   -1.7212E+01   -4.6909E+01    9.2593E+00   -3.9314E-03   -2.6306E-02   -5.3112E-03
  598   -1.8404E+01   -4.6455E+01    7.4074E+00    2.9768E-03    2.3867E-02   -5.0778E-03
  599   -1.7212E+01   -4.6909E+01    1.4815E+01   -3.2362E-03   -2.6301E-02   -1.0630E-03
  600   -1.8404E+01   -4.6455E+01    1.2963E+01    3.0943E-03    2.4417E-02   -4.6045E-04
  601   -1.7212E+01   -4.6909E+01    2.0370E+01   -1.5217E-03   -2.6009E-02    9.5800E-04
  602   -1.8404E+01   -4.6455E+01    1.8519E+01    1.8647E-03    2.4223E-02    1.9675E-03
  603   -1.7212E+01   -4.6909E+01    2.5926E+01    4.4167E-04   -2.5928E-02    1.4261E-03
  604   -1.8404E+01   -4.6455E+01    2.4074E+01    1.9944E-04    2.4089E-02    2.8412E-03
  605   -1.7212E+01   -4.6909E+01    3.1481E+01    2.3824E-03   -2.6118E-02    5.0944E-04
  606   -1.8404E+01   -4.6455E+01    2.9630E+01   -1.5175E-03    2.4184E-02    2.4357E-03
  607   -1.7212E+01   -4.6909E+01    3.7037E+01    3.9493E-03   -2.6436E-02   -2.1320E-03
  608   -1.8404E+01   -4.6455E+01    3.5185E+01   -2.9889E-03    2.4444E-02    6.2090E-04
  609   -1.7212E+01   -4.6909E+01    4.2593E+01    4.1504E-03   -2.6057E-02   -7.3724E-03
  610   -1.8404E+01   -4.6455E+01    4.0741E+01   -3.5601E-03    2.4388E-02   -3.1429E-03
  611   -1.7212E+01   -4.6909E+01    4.8148E+01    5.6079E-04   -2.2504E-02   -1.7978E-02
  612   -1.8404E+01   -4.6455E+01    4.6296E+01   -1.9157E-03    2.2445E-02   -1.0020E-02
  613   -2.0749E+01   -4.5456E+01    3.7037E+00   -1.7333E-04   -1.8229E-02   -7.2943E-03
  614   -2.1902E+01   -4.4912E+01    1.8519E+00   -1.2492E-03    1.5687E-02   -6.7397E-03
  615   -2.0749E+01   -4.5456E+01    9.2593E+00   -2.1230E-03   -2.0562E-02   -2.7631E-03
  616   -2.1902E+01   -4.4912E+01    7.4074E+00    1.3063E-03    1.8590E-02   -2.1613E-03
  617   -2.0749E+01   -4.5456E+01    1.4815E+01   -2.0909E-03   -2.1015E-02    1.3879E-04
  618   -2.1902E+01   -4.4912E+01    1.2963E+01    1.8423E-03    1.9519E-02    7.9561E-04
  619   -2.0749E+01   -4.5456E+01    2.0370E+01   -1.0485E-03   -2.0951E-02    1.6749E-03
  620   -2.1902E+01   -4.4912E+01    1.8519E+01    1.2286E-03    1.9611E-02    2.5616E-03
  621   -2.0749E+01   -4.5456E+01    2.5926E+01    3.4926E-04   -2.0916E-02    2.0470E-03
  622   -2.1902E+01   -4.4912E+01    2.4074E+01    1.0907E-04    1.9576E-02    3.2416E-03
  623   -2.0749E+01   -4.5456E+01    3.1481E+01    1.6985E-03   -2.1006E-02    1.3197E-03
  624   -2.1902E+01   -4.4912E+01    2.9630E+01   -1.0822E-03    1.9621E-02    2.9240E-03
  625   -2.0749E+01   -4.5456E+01    3.7037E+01    2.5506E-03   -2.1015E-02   -6.4044E-04
  626   -2.1902E+01   -4.4912E+01    3.5185E+01   -1.9593E-03    1.9656E-02    1.5598E-03
  627   -2.0749E+01   -4.5456E+01    4.2593E+01    2.1813E-03   -2.0171E-02   -4.0730E-03
  628   -2.1902E+01   -4.4912E+01    4.0741E+01   -1.9750E-03    1.9190E-02   -9.9913E-04
  629   -2.0749E+01   -4.5456E+01    4.8148E+01   -5.0508E-04   -1.7088E-02   -1.0035E-02
  630   -2.1902E+01   -4.4912E+01    4.6296E+01   -4.7381E-04    1.7158E-02   -4.9905E-03
  631   -2.4164E+01   -4.3736E+01    3.7037E+00    7.9526E-04   -1.4172E-02   -2.7913E-03
  632   -2.5272E+01   -4.3105E+01    1.8519E+00   -1.6975E-03    1.2232E-02   -1.4423E-03
  633   -2.4164E+01   -4.3736E+01    9.2593E+00   -8.4198E-04   -1.6377E-02   -5.1116E-04
  634   -2.5272E+01   -4.3105E+01    7.4074E+00    1.7789E-04    1.4728E-02    3.3114E-04
  635   -2.4164E+01   -4.3736E+01    1.4815E+01   -1.1647E-03   -1.7121E-02    1.3183E-03
  636   -2.5272E+01   -4.3105E+01    1.2963E+01    8.8534E-04    1.5849E-02    2.0398E-03
  637   -2.4164E+01   -4.3736E+01    2.0370E+01   -6.2983E-04   -1.7260E-02    2.4016E-03
  638   -2.5272E+01   -4.3105E+01    1.8519E+01    6.9338E-04    1.6163E-02    3.2268E-03
  639   -2.4164E+01   -4.3736E+01    2.5926E+01    2.6729E-04   -1.7274E-02    2.6754E-03
  640   -2.5272E+01   -4.3105E+01    2.4074E+01    2.9167E-05    1.6220E-02    3.7166E-03
  641   -2.4164E+01   -4.3736E+01    3.1481E+01    1.1094E-03   -1.7264E-02    2.1383E-03
  642   -2.5272E+01   -4.3105E+01    2.9630E+01   -7.0879E-04    1.6217E-02    3.4845E-03
  643   -2.4164E+01   -4.3736E+01    3.7037E+01    1.4636E-03   -1.7022E-02    7.8578E-04
  644   -2.5272E+01   -4.3105E+01    3.5185E+01   -1.1403E-03    1.6063E-02    2.5320E-03
  645   -2.4164E+01   -4.3736E+01    4.2593E+01    8.4565E-04   -1.5929E-02   -1.2832E-03
  646   -2.5272E+01   -4.3105E+01    4.0741E+01   -8.5201E-04    1.5341E-02    9.3278E-04
  647   -2.4164E+01   -4.3736E+01    4.8148E+01   -1.1205E-03   -1.3285E-02   -4.0826E-03
  648   -2.5272E+01   -4.3105E+01    4.6296E+01    4.2815E-04    1.3378E-02   -1.0369E-03
  649   -2.7437E+01   -4.1761E+01    3.7037E+00    1.3851E-03   -1.1204E-02    7.9576E-04
  650   -2.8494E+01   -4.1047E+01    1.8519E+00   -1.9127E-03    9.6596E-03    2.7229E-03
  651   -2.7437E+01   -4.1761E+01    9.2593E+00    4.5492E-05   -1.3210E-02    1.4724E-03
  652   -2.8494E+01   -4.1047E+01    7.4074E+00   -5.7427E-04    1.1804E-02    2.4683E-03
  653   -2.7437E+01   -4.1761E+01    1.4815E+01   -4.5608E-04   -1.4109E-02    2.4677E-03
  654   -2.8494E+01   -4.1047E+01    1.2963E+01    1.8226E-04    1.2991E-02    3.2395E-03
  655   -2.7437E+01   -4.1761E+01    2.0370E+01   -2.8729E-04   -1.4400E-02    3.1575E-03
  656   -2.8494E+01   -4.1047E+01    1.8519E+01    2.7031E-04    1.3453E-02    3.9446E-03
  657   -2.7437E+01   -4.1761E+01    2.5926E+01    1.9883E-04   -1.4455E-02    3.3402E-03
  658   -2.8494E+01   -4.1047E+01    2.4074E+01   -3.5832E-05    1.3582E-02    4.2628E-03
  659   -2.7437E+01   -4.1761E+01    3.1481E+01    6.3456E-04   -1.4363E-02    2.9775E-03
  660   -2.8494E+01   -4.1047E+01    2.9630E+01   -4.0772E-04    1.3541E-02    4.1078E-03
  661   -2.7437E+01   -4.1761E+01    3.7037E+01    6.5390E-04   -1.3946E-02    2.1363E-03
  662   -2.8494E+01   -4.1047E+01    3.5185E+01   -5.1804E-04    1.3251E-02    3.5099E-03
  663   -2.7437E+01   -4.1761E+01    4.2593E+01   -5.2351E-05   -1.2753E-02    1.0909E-03
  664   -2.8494E+01   -4.1047E+01    4.0741E+01   -7.1652E-05    1.2394E-02    2.6607E-03
  665   -2.7437E+01   -4.1761E+01    4.8148E+01   -1.4489E-03   -1.0497E-02    5.5145E-04
  666   -2.8494E+01   -4.1047E+01    4.6296E+01    9.8474E-04    1.0571E-02    2.1528E-03
  667   -3.0550E+01   -3.9540E+01    3.7037E+00    1.7245E-03   -8.9667E-03    3.7135E-03
  668   -3.1549E+01   -3.8748E+01    1.8519E+00   -1.9738E-03    7.6949E-03    6.0783E-03
  669   -3.0550E+01   -3.9540E+01    9.2593E+00    6.4513E-04   -1.0751E-02    3.2182E-03
  670   -3.1549E+01   -3.8748E+01    7.4074E+00   -1.0635E-03    9.5389E-03    4.3100E-03
  671   -3.0550E+01   -3.9540E+01    1.4815E+01    6.3101E-05   -1.1707E-02    3.5718E-03
  672   -3.1549E+01   -3.8748E+01    1.2963E+01   -3.1686E-04    1.0713E-02    4.3740E-03
  673   -3.0550E+01   -3.9540E+01    2.0370E+01   -2.3378E-05   -1.2095E-02    3.9347E-03
  674   -3.1549E+01   -3.8748E+01    1.8519E+01   -4.7791E-05    1.1256E-02    4.6901E-03
  675   -3.0550E+01   -3.9540E+01    2.5926E+01    1.4413E-04   -1.2179E-02    4.0383E-03
  676   -3.1549E+01   -3.8748E+01    2.4074E+01   -8.5158E-05    1.1433E-02    4.8615E-03
  677   -3.0550E+01   -3.9540E+01    3.1481E+01    2.7061E-04   -1.2030E-02    3.8261E-03
  678   -3.1549E+01   -3.8748E+01    2.9630E+01   -1.7637E-04    1.1365E-02    4.7728E-03
  679   -3.0550E+01   -3.9540E+01    3.7037E+01    7.0467E-05   -1.1510E-02    3.4006E-03
  680   -3.1549E+01   -3.8748E+01    3.5185E+01   -6.2315E-05    1.0991E-02    4.4688E-03
  681   -3.0550E+01   -3.9540E+01    4.2593E+01   -6.4641E-04   -1.0312E-02    3.1261E-03
  682   -3.1549E+01   -3.8748E+01    4.0741E+01    4.5901E-04    1.0085E-02    4.2011E-03
  683   -3.0550E+01   -3.9540E+01    4.8148E+01   -1.5906E-03   -8.3893E-03    4.2601E-03
  684   -3.1549E+01   -3.8748E+01    4.6296E+01    1.3128E-03    8.4285E-03    4.7774E-03
  685   -3.3484E+01   -3.7089E+01    3.7037E+00    1.8959E-03   -7.2460E-03    6.1274E-03
  686   -3.4420E+01   -3.6222E+01    1.8519E+00   -1.9295E-03    6.1667E-03    8.8316E-03
  687   -3.3484E+01   -3.7089E+01    9.2593E+00    1.0369E-03   -8.8098E-03    4.7558E-03
  688   -3.4420E+01   -3.6222E+01    7.4074E+00   -1.3694E-03    7.7559E-03    5.9075E-03
  689   -3.3484E+01   -3.7089E+01    1.4815E+01    4.2873E-04   -9.7562E-03    4.6183E-03
  690   -3.4420E+01   -3.6222E+01    1.2963E+01   -6.5902E-04    8.8676E-03    5.4349E-03
  691   -3.3484E+01   -3.7089E+01    2.0370E+01    1.6991E-04   -1.0193E-02    4.7179E-03
  692   -3.4420E+01   -3.6222E+01    1.8519E+01   -2.7671E-04    9.4417E-03    5.4429E-03
  693   -3.3484E+01   -3.7089E+01    2.5926E+01    1.0173E-04   -1.0294E-02    4.7558E-03
  694   -3.4420E+01   -3.6222E+01    2.4074E+01   -1.2021E-04    9.6445E-03    5.4937E-03
  695   -3.3484E+01   -3.7089E+01    3.1481E+01    2.7445E-06   -1.0111E-02    4.6686E-03
  696   -3.4420E+01   -3.6222E+01    2.9630E+01   -5.3357E-06    9.5607E-03    5.4601E-03
  697   -3.3484E+01   -3.7089E+01    3.7037E+01   -3.3707E-04   -9.5456E-03    4.5734E-03
  698   -3.4420E+01   -3.6222E+01    3.5185E+01    2.6072E-04    9.1463E-03    5.3936E-03
  699   -3.3484E+01   -3.7089E+01    4.2593E+01   -1.0285E-03   -8.4011E-03    4.8829E-03
  700   -3.4420E+01   -3.6222E+01    4.0741E+01    8.0990E-04    8.2491E-03    5.5755E-03
  701   -3.3484E+01   -3.7089E+01    4.8148E+01   -1.6081E-03   -6.7617E-03    7.2902E-03
  702   -3.4420E+01   -3.6222E+01    4.6296E+01    1.4874E-03    6.7664E-03    6.9725E-03
  703    2.2732E+00    4.9916E+01    3.7037E+00   -2.8470E-02   -2.0581E-01   -9.9589E-02
  704    3.5464E+00    4.9841E+01    1.8519E+00    2.0654E-02    1.3074E-01   -1.0809E-01
  705    2.2732E+00    4.9916E+01    9.2593E+00   -1.5213E-02   -2.0360E-01   -5.6919E-02
  706    3.5464E+00    4.9841E+01    7.4074E+00    1.8241E-02    1.3371E-01   -3.2583E-02
  707    2.2732E+00    4.9916E+01    1.4815E+01   -7.1662E-03   -2.0302E-01   -4.7313E-02
  708    3.5464E+00    4.9841E+01    1.2963E+01    8.8467E-03    1.3217E-01   -1.8357E-02
  709    2.2732E+00    4.9916E+01    2.0370E+01   -2.5136E-03   -2.0287E-01   -4.4220E-02
  710    3.5464E+00    4.9841E+01    1.8519E+01    3.6070E-03    1.3169E-01   -1.3974E-02
  711    2.2732E+00    4.9916E+01    2.5926E+01    1.0604E-03   -2.0286E-01   -4.3600E-02
  712    3.5464E+00    4.9841E+01    2.4074E+01   -7.8874E-05    1.3157E-01   -1.2716E-02
  713    2.2732E+00    4.9916E+01    3.1481E+01    4.8441E-03   -2.0295E-01   -4.4862E-02
  714    3.5464E+00    4.9841E+01    2.9630E+01   -3.5713E-03    1.3165E-01   -1.3327E-02
  715    2.2732E+00    4.9916E+01    3.7037E+01    1.0348E-02   -2.0326E-01   -4.9279E-02
  716    3.5464E+00    4.9841E+01    3.5185E+01   -8.0630E-03    1.3203E-01   -1.6377E-02
  717    2.2732E+00    4.9916E+01    4.2593E+01    2.1108E-02   -2.0441E-01   -6.4016E-02
  718    3.5464E+00    4.9841E+01    4.0741E+01   -1.5575E-02    1.3324E-01   -2.5695E-02
  719    2.2732E+00    4.9916E+01    4.8148E+01    3.0155E-02   -2.0094E-01   -1.5921E-01
  720    3.5464E+00    4.9841E+01    4.6296E+01   -2.7228E-02    1.3746E-01   -6.5295E-02
  721    6.0833E+00    4.9596E+01    3.7037E+00   -1.6385E-02   -7.9965E-02   -4.7528E-02
  722    7.3471E+00    4.9424E+01    1.8519E+00    8.3284E-03    6.1754E-02   -6.0032E-02
  723    6.0833E+00    4.9596E+01    9.2593E+00   -1.2833E-02   -7.8190E-02   -1.6653E-02
  724    7.3471E+00    4.9424E+01    7.4074E+00    1.3700E-02    6.6048E-02   -1.7303E-02
  725    6.0833E+00    4.9596E+01    1.4815E+01   -6.7185E-03   -7.6917E-02   -7.7137E-03
  726    7.3471E+00    4.9424E+01    1.2963E+01    8.0870E-03    6.4373E-02   -5.0483E-03
  727    6.0833E+00    4.9596E+01    2.0370E+01   -2.5066E-03   -7.6491E-02   -4.6694E-03
  728    7.3471E+00    4.9424E+01    1.8519E+01    3.7617E-03    6.3638E-02   -8.6030E-04
  729    6.0833E+00    4.9596E+01    2.5926E+01    8.9864E-04   -7.6420E-02   -4.0483E-03
  730    7.3471E+00    4.9424E+01    2.4074E+01    4.0256E-04    6.3427E-02    3.7974E-04
  731    6.0833E+00    4.9596E+01    3.1481E+01    4.4731E-03   -7.6620E-02   -5.2969E-03
  732    7.3471E+00    4.9424E+01    2.9630E+01   -2.8209E-03    6.3554E-02   -2.1249E-04
  733    6.0833E+00    4.9596E+01    3.7037E+01    9.2848E-03   -7.7301E-02   -9.5897E-03
  734    7.3471E+00    4.9424E+01    3.5185E+01   -6.7121E-03    6.4131E-02   -3.1322E-03
  735    6.0833E+00    4.9596E+01    4.2593E+01    1.6449E-02   -7.9147E-02   -2.2676E-02
  736    7.3471E+00    4.9424E+01    4.0741E+01   -1.1996E-02    6.5655E-02   -1.1440E-02
  737    6.0833E+00    4.9596E+01    4.8148E+01    1.3282E-02   -7.6027E-02   -7.5106E-02
  738    7.3471E+00    4.9424E+01    4.6296E+01   -1.4968E-02    6.7364E-02   -3.8488E-02
  739    9.8579E+00    4.8985E+01    3.7037E+00   -8.6909E-03   -4.7942E-02   -3.1693E-02
  740    1.1105E+01    4.8718E+01    1.8519E+00    3.3326E-03    3.9195E-02   -3.7399E-02
  741    9.8579E+00    4.8985E+01    9.2593E+00   -9.5620E-03   -4.8528E-02   -1.1493E-02
  742    1.1105E+01    4.8718E+01    7.4074E+00    8.9748E-03    4.3420E-02   -1.2419E-02
  743    9.8579E+00    4.8985E+01    1.4815E+01   -5.8356E-03   -4.7362E-02   -3.9480E-03
  744    1.1105E+01    4.8718E+01    1.2963E+01    6.3973E-03    4.2496E-02   -2.9494E-03
  745    9.8579E+00    4.8985E+01    2.0370E+01   -2.3993E-03   -4.6813E-02   -1.1049E-03
  746    1.1105E+01    4.8718E+01    1.8519E+01    3.2274E-03    4.1771E-02    8.0115E-04
  747    9.8579E+00    4.8985E+01    2.5926E+01    6.4618E-04   -4.6707E-02   -5.0540E-04
  748    1.1105E+01    4.8718E+01    2.4074E+01    3.6560E-04    4.1526E-02    1.9738E-03
  749    9.8579E+00    4.8985E+01    3.1481E+01    3.7910E-03   -4.6973E-02   -1.7002E-03
  750    1.1105E+01    4.8718E+01    2.9630E+01   -2.4349E-03    4.1672E-02    1.4216E-03
  751    9.8579E+00    4.8985E+01    3.7037E+01    7.4809E-03   -4.7757E-02   -5.6251E-03
  752    1.1105E+01    4.8718E+01    3.5185E+01   -5.5032E-03    4.2279E-02   -1.2320E-03
  753    9.8579E+00    4.8985E+01    4.2593E+01    1.1097E-02   -4.9012E-02   -1.5982E-02
  754    1.1105E+01    4.8718E+01    4.0741E+01   -8.6034E-03    4.3416E-02   -8.0494E-03
  755    9.8579E+00    4.8985E+01    4.8148E+01    5.7931E-03   -4.4962E-02   -4.5951E-02
  756    1.1105E+01    4.8718E+01    4.6296E+01   -8.1233E-03    4.2956E-02   -2.5562E-02
  757    1.3575E+01    4.8088E+01    3.7037E+00   -4.2964E-03   -3.2887E-02   -2.0884E-02
  758    1.4798E+01    4.7726E+01    1.8519E+00    9.0482E-04    2.7641E-02   -2.3268E-02
  759    1.3575E+01    4.8088E+01    9.2593E+00   -6.4047E-03   -3.4702E-02   -8.1695E-03
  760    1.4798E+01    4.7726E+01    7.4074E+00    5.4300E-03    3.1466E-02   -8.4728E-03
  761    1.3575E+01    4.8088E+01    1.4815E+01   -4.5383E-03   -3.4095E-02   -2.3188E-03
  762    1.4798E+01    4.7726E+01    1.2963E+01    4.6409E-03    3.1388E-02   -1.6810E-03
  763    1.3575E+01    4.8088E+01    2.0370E+01   -1.9969E-03   -3.3611E-02    1.6226E-04
  764    1.4798E+01    4.7726E+01    1.8519E+01    2.5551E-03    3.0886E-02    1.4403E-03
  765    1.3575E+01    4.8088E+01    2.5926E+01    5.4191E-04   -3.3502E-02    7.0909E-04
  766    1.4798E+01    4.7726E+01    2.4074E+01    2.8739E-04    3.0672E-02    2.4857E-03
  767    1.3575E+01    4.8088E+01    3.1481E+01    3.1089E-03   -3.3761E-02   -3.7265E-04
  768    1.4798E+01    4.7726E+01    2.9630E+01   -1.9869E-03    3.0806E-02    1.9975E-03
  769    1.3575E+01    4.8088E+01    3.7037E+01    5.6391E-03   -3.4378E-02   -3.7072E-03
  770    1.4798E+01    4.7726E+01    3.5185E+01   -4.2045E-03    3.1282E-02   -2.6829E-04
  771    1.3575E+01    4.8088E+01    4.2593E+01    7.0203E-03   -3.4724E-02   -1.1280E-02
  772    1.4798E+01    4.7726E+01    4.0741E+01   -5.7411E-03    3.1792E-02   -5.4835E-03
  773    1.3575E+01    4.8088E+01    4.8148E+01    2.3929E-03   -3.0755E-02   -2.9098E-02
  774    1.4798E+01    4.7726E+01    4.6296E+01   -4.2394E-03    3.0262E-02   -1.6602E-02
  775    1.7212E+01    4.6909E+01    3.7037E+00   -1.7255E-03   -2.4031E-02   -1.3091E-02
  776    1.8404E+01    4.6455E+01    1.8519E+00   -4.6390E-04    2.0511E-02   -1.3671E-02
  777    1.7212E+01    4.6909E+01    9.2593E+00   -3.9254E-03   -2.6308E-02   -5.2962E-03
  778    1.8404E+01    4.6455E+01    7.4074E+00    2.9685E-03    2.3869E-02   -5.0610E-03
  779    1.7212E+01    4.6909E+01    1.4815E+01   -3.2311E-03   -2.6302E-02   -1.0500E-03
  780    1.8404E+01    4.6455E+01    1.2963E+01    3.0880E-03    2.4418E-02   -4.4654E-04
  781    1.7212E+01    4.6909E+01    2.0370E+01   -1.5173E-03   -2.6009E-02    9.6888E-04
  782    1.8404E+01    4.6455E+01    1.8519E+01    1.8595E-03    2.4223E-02    1.9790E-03
  783    1.7212E+01    4.6909E+01    2.5926E+01    4.4537E-04   -2.5928E-02    1.4353E-03
  784    1.8404E+01    4.6455E+01    2.4074E+01    1.9509E-04    2.4089E-02    2.8508E-03
  785    1.7212E+01    4.6909E+01    3.1481E+01    2.3855E-03   -2.6118E-02    5.1727E-04
  786    1.8404E+01    4.6455E+01    2.9630E+01   -1.5212E-03    2.4184E-02    2.4440E-03
  787    1.7212E+01    4.6909E+01    3.7037E+01    3.9514E-03   -2.6436E-02   -2.1254E-03
  788    1.8404E+01    4.6455E+01    3.5185E+01   -2.9921E-03    2.4444E-02    6.2788E-04
  789    1.7212E+01    4.6909E+01    4.2593E+01    4.1501E-03   -2.6054E-02   -7.3654E-03
  790    1.8404E+01    4.6455E+01    4.0741E+01   -3.5620E-03    2.4388E-02   -3.1366E-03
  791    1.7212E+01    4.6909E+01    4.8148E+01    5.5864E-04   -2.2502E-02   -1.7958E-02
  792    1.8404E+01    4.6455E+01    4.6296E+01   -1.9151E-03    2.2443E-02   -1.0009E-02
  793    2.0749E+01    4.5456E+01    3.7037E+00   -1.6109E-04   -1.8230E-02   -7.2682E-03
  794    2.1902E+01    4.4912E+01    1.8519E+00   -1.2606E-03    1.5687E-02   -6.7046E-03
  795    2.0749E+01    4.5456E+01    9.2593E+00   -2.1134E-03   -2.0564E-02   -2.7459E-03
  796    2.1902E+01    4.4912E+01    7.4074E+00    1.2951E-03    1.8590E-02   -2.1409E-03
  797    2.0749E+01    4.5456E+01    1.4815E+01   -2.0839E-03   -2.1016E-02    1.5182E-04
  798    2.1902E+01    4.4912E+01    1.2963E+01    1.8339E-03    1.9519E-02    8.0993E-04
  799    2.0749E+01    4.5456E+01    2.0370E+01   -1.0431E-03   -2.0952E-02    1.6856E-03
  800    2.1902E+01    4.4912E+01    1.8519E+01    1.2223E-03    1.9612E-02    2.5729E-03
