 *************************************************************************
 ************		    DDFS3D_qua_part1		       **********
 ************	    developed by Wong and Cui (2021)            **********
 ************	       DDFS3D (version 1.0), 31-5-2021		**********
 *************************************************************************
 Title: Flawed Brazilian disk(section 3.3 of the companion paper)to verify the quadrilateral element                               
 Modulus=  4.0000E+04  Poison ratio=    0.2500  KS=  0.0000E+00  KN=  1.0000E+15
 Initial stress field:
 Pxx=  0.0000E+00 Pyy=  0.0000E+00 Pzz=  0.0000E+00
 Pxy=  0.0000E+00 Pxz=  0.0000E+00 Pyz=  0.0000E+00
 Number of elements:      2094
 Number of nodes   :      2102
 Times of iteration:        94
 Computing time    :     40.89 s
 Coordinates of center of gravity and DD/FS of each element:
 No.	     Gx            Gy            Gz           Dx/Px         Dy/Py         Dz/Pz
  525    1.7808E+01    4.6682E+01    3.4091E+01    8.8456E-01   -9.2050E+00   -1.2490E+00
  526    1.7808E+01    4.6682E+01    3.8636E+01    1.1697E+00   -9.2366E+00   -2.1891E+00
  527    1.7808E+01    4.6682E+01    4.3182E+01    1.0794E+00   -9.0138E+00   -3.8088E+00
  528    1.7808E+01    4.6682E+01    4.7727E+01    2.0066E-02   -8.0784E+00   -6.7971E+00
  529    2.1325E+01    4.5184E+01    2.2727E+00    1.6323E-01   -6.3153E+00   -4.1895E+00
  530    2.1325E+01    4.5184E+01    6.8182E+00   -5.8996E-01   -7.1234E+00   -2.3920E+00
  531    2.1325E+01    4.5184E+01    1.1364E+01   -7.6028E-01   -7.4332E+00   -1.3337E+00
  532    2.1325E+01    4.5184E+01    1.5909E+01   -6.3339E-01   -7.4875E+00   -6.5818E-01
  533    2.1325E+01    4.5184E+01    2.0455E+01   -3.5209E-01   -7.4705E+00   -2.8553E-01
  534    2.1325E+01    4.5184E+01    2.5000E+01   -1.1045E-02   -7.4589E+00   -1.6688E-01
  535    2.1325E+01    4.5184E+01    2.9545E+01    3.2979E-01   -7.4714E+00   -2.8463E-01
  536    2.1325E+01    4.5184E+01    3.4091E+01    6.1033E-01   -7.4889E+00   -6.5687E-01
  537    2.1325E+01    4.5184E+01    3.8636E+01    7.3549E-01   -7.4341E+00   -1.3332E+00
  538    2.1325E+01    4.5184E+01    4.3182E+01    5.6104E-01   -7.1213E+00   -2.3952E+00
  539    2.1325E+01    4.5184E+01    4.7727E+01   -2.1268E-01   -6.2915E+00   -4.1950E+00
  540    2.4718E+01    4.3421E+01    2.2727E+00    3.1470E-01   -5.0382E+00   -2.1030E+00
  541    2.4718E+01    4.3421E+01    6.8182E+00   -2.2815E-01   -5.7627E+00   -1.1611E+00
  542    2.4718E+01    4.3421E+01    1.1364E+01   -4.2765E-01   -6.1143E+00   -5.2297E-01
  543    2.4718E+01    4.3421E+01    1.5909E+01   -4.0395E-01   -6.2320E+00   -6.9891E-02
  544    2.4718E+01    4.3421E+01    2.0455E+01   -2.3974E-01   -6.2557E+00    1.9782E-01
  545    2.4718E+01    4.3421E+01    2.5000E+01   -1.1998E-02   -6.2570E+00    2.8616E-01
  546    2.4718E+01    4.3421E+01    2.9545E+01    2.1547E-01   -6.2563E+00    1.9905E-01
  547    2.4718E+01    4.3421E+01    3.4091E+01    3.7874E-01   -6.2327E+00   -6.7670E-02
  548    2.4718E+01    4.3421E+01    3.8636E+01    4.0056E-01   -6.1145E+00   -5.2021E-01
  549    2.4718E+01    4.3421E+01    4.3182E+01    1.9737E-01   -5.7608E+00   -1.1585E+00
  550    2.4718E+01    4.3421E+01    4.7727E+01   -3.5671E-01   -5.0289E+00   -2.0972E+00
  551    2.7966E+01    4.1404E+01    2.2727E+00    3.9865E-01   -4.0956E+00   -3.5761E-01
  552    2.7966E+01    4.1404E+01    6.8182E+00    2.4933E-02   -4.7412E+00   -6.6601E-02
  553    2.7966E+01    4.1404E+01    1.1364E+01   -1.7818E-01   -5.1031E+00    2.4831E-01
  554    2.7966E+01    4.1404E+01    1.5909E+01   -2.2013E-01   -5.2613E+00    5.1806E-01
  555    2.7966E+01    4.1404E+01    2.0455E+01   -1.4545E-01   -5.3170E+00    6.9289E-01
  556    2.7966E+01    4.1404E+01    2.5000E+01   -1.2812E-02   -5.3294E+00    7.5321E-01
  557    2.7966E+01    4.1404E+01    2.9545E+01    1.1952E-01   -5.3172E+00    6.9450E-01
  558    2.7966E+01    4.1404E+01    3.4091E+01    1.9321E-01   -5.2614E+00    5.2126E-01
  559    2.7966E+01    4.1404E+01    3.8636E+01    1.4934E-01   -5.1025E+00    2.5323E-01
  560    2.7966E+01    4.1404E+01    4.3182E+01   -5.7271E-02   -4.7392E+00   -5.9162E-02
  561    2.7966E+01    4.1404E+01    4.7727E+01   -4.3880E-01   -4.0955E+00   -3.4176E-01
  562    3.1050E+01    3.9144E+01    2.2727E+00    4.3487E-01   -3.3763E+00    1.1420E+00
  563    3.1050E+01    3.9144E+01    6.8182E+00    2.0050E-01   -3.9476E+00    9.1837E-01
  564    3.1050E+01    3.9144E+01    1.1364E+01    4.8777E-03   -4.3004E+00    9.8012E-01
  565    3.1050E+01    3.9144E+01    1.5909E+01   -7.8506E-02   -4.4803E+00    1.1007E+00
  566    3.1050E+01    3.9144E+01    2.0455E+01   -7.0257E-02   -4.5577E+00    1.1964E+00
  567    3.1050E+01    3.9144E+01    2.5000E+01   -1.3438E-02   -4.5784E+00    1.2321E+00
  568    3.1050E+01    3.9144E+01    2.9545E+01    4.3096E-02   -4.5576E+00    1.1983E+00
  569    3.1050E+01    3.9144E+01    3.4091E+01    5.0420E-02   -4.4799E+00    1.1048E+00
  570    3.1050E+01    3.9144E+01    3.8636E+01   -3.4762E-02   -4.2993E+00    9.8675E-01
  571    3.1050E+01    3.9144E+01    4.3182E+01   -2.3380E-01   -3.9453E+00    9.2912E-01
  572    3.1050E+01    3.9144E+01    4.7727E+01   -4.7653E-01   -3.3798E+00    1.1660E+00
  573    3.3952E+01    3.6655E+01    2.2727E+00    4.3942E-01   -2.8111E+00    2.4553E+00
  574    3.3952E+01    3.6655E+01    6.8182E+00    3.2056E-01   -3.3134E+00    1.8115E+00
  575    3.3952E+01    3.6655E+01    1.1364E+01    1.3643E-01   -3.6457E+00    1.6717E+00
  576    3.3952E+01    3.6655E+01    1.5909E+01    2.7165E-02   -3.8327E+00    1.6717E+00
  577    3.3952E+01    3.6655E+01    2.0455E+01   -1.2676E-02   -3.9225E+00    1.7013E+00
  578    3.3952E+01    3.6655E+01    2.5000E+01   -1.3854E-02   -3.9484E+00    1.7162E+00
  579    3.3952E+01    3.6655E+01    2.9545E+01   -1.5275E-02   -3.9222E+00    1.7037E+00
  580    3.3952E+01    3.6655E+01    3.4091E+01   -5.5901E-02   -3.8320E+00    1.6765E+00
  581    3.3952E+01    3.6655E+01    3.8636E+01   -1.6670E-01   -3.6443E+00    1.6795E+00
  582    3.3952E+01    3.6655E+01    4.3182E+01   -3.5388E-01   -3.3111E+00    1.8242E+00
  583    3.3952E+01    3.6655E+01    4.7727E+01   -4.8199E-01   -2.8144E+00    2.4832E+00
  584   -3.0102E+00    4.9869E+01    4.7727E+01   -4.0159E+00   -5.4826E+01   -4.0735E+01
  585   -3.0102E+00    4.9869E+01    4.3182E+01   -6.1738E+00   -5.5079E+01   -2.1297E+01
  586   -3.0102E+00    4.9869E+01    3.8636E+01   -3.5146E+00   -5.4468E+01   -1.5960E+01
  587   -3.0102E+00    4.9869E+01    3.4091E+01   -1.9280E+00   -5.4388E+01   -1.3948E+01
  588   -3.0102E+00    4.9869E+01    2.9545E+01   -8.5944E-01   -5.4386E+01   -1.3099E+01
  589   -3.0102E+00    4.9869E+01    2.5000E+01    6.3946E-03   -5.4391E+01   -1.2859E+01
  590   -3.0102E+00    4.9869E+01    2.0455E+01    8.7088E-01   -5.4389E+01   -1.3100E+01
  591   -3.0102E+00    4.9869E+01    1.5909E+01    1.9343E+00   -5.4394E+01   -1.3949E+01
  592   -3.0102E+00    4.9869E+01    1.1364E+01    3.5066E+00   -5.4482E+01   -1.5956E+01
  593   -3.0102E+00    4.9869E+01    6.8182E+00    6.1162E+00   -5.5111E+01   -2.1251E+01
  594   -3.0102E+00    4.9869E+01    2.2727E+00    4.0376E+00   -5.4646E+01   -4.0383E+01
  595   -7.0144E+00    4.9465E+01    4.7727E+01   -2.0706E+00   -2.3565E+01   -2.1782E+01
  596   -7.0144E+00    4.9465E+01    4.3182E+01   -4.1980E+00   -2.4623E+01   -1.0017E+01
  597   -7.0144E+00    4.9465E+01    3.8636E+01   -2.9268E+00   -2.4189E+01   -5.7679E+00
  598   -7.0144E+00    4.9465E+01    3.4091E+01   -1.7235E+00   -2.3964E+01   -3.9972E+00
  599   -7.0144E+00    4.9465E+01    2.9545E+01   -7.8971E-01   -2.3876E+01   -3.2320E+00
  600   -7.0144E+00    4.9465E+01    2.5000E+01    5.4627E-03   -2.3853E+01   -3.0144E+00
  601   -7.0144E+00    4.9465E+01    2.0455E+01    7.9897E-01   -2.3877E+01   -3.2343E+00
  602   -7.0144E+00    4.9465E+01    1.5909E+01    1.7267E+00   -2.3965E+01   -4.0009E+00
  603   -7.0144E+00    4.9465E+01    1.1364E+01    2.9146E+00   -2.4190E+01   -5.7687E+00
  604   -7.0144E+00    4.9465E+01    6.8182E+00    4.1478E+00   -2.4613E+01   -9.9937E+00
  605   -7.0144E+00    4.9465E+01    2.2727E+00    2.0048E+00   -2.3474E+01   -2.1652E+01
  606   -1.0973E+01    4.8739E+01    4.7727E+01   -9.1413E-01   -1.4448E+01   -1.4148E+01
  607   -1.0973E+01    4.8739E+01    4.3182E+01   -2.7259E+00   -1.5577E+01   -7.0882E+00
  608   -1.0973E+01    4.8739E+01    3.8636E+01   -2.2547E+00   -1.5440E+01   -3.9402E+00
  609   -1.0973E+01    4.8739E+01    3.4091E+01   -1.4511E+00   -1.5241E+01   -2.4491E+00
  610   -1.0973E+01    4.8739E+01    2.9545E+01   -6.9212E-01   -1.5133E+01   -1.7701E+00
  611   -1.0973E+01    4.8739E+01    2.5000E+01    5.4107E-03   -1.5101E+01   -1.5737E+00
  612   -1.0973E+01    4.8739E+01    2.0455E+01    7.0136E-01   -1.5133E+01   -1.7729E+00
  613   -1.0973E+01    4.8739E+01    1.5909E+01    1.4549E+00   -1.5239E+01   -2.4539E+00
  614   -1.0973E+01    4.8739E+01    1.1364E+01    2.2472E+00   -1.5435E+01   -3.9439E+00
  615   -1.0973E+01    4.8739E+01    6.8182E+00    2.6985E+00   -1.5562E+01   -7.0808E+00
  616   -1.0973E+01    4.8739E+01    2.2727E+00    8.8438E-01   -1.4411E+01   -1.4105E+01
  617   -1.4860E+01    4.7698E+01    4.7727E+01   -3.1753E-01   -1.0050E+01   -9.3657E+00
  618   -1.4860E+01    4.7698E+01    4.3182E+01   -1.6732E+00   -1.1104E+01   -5.0280E+00
  619   -1.4860E+01    4.7698E+01    3.8636E+01   -1.6100E+00   -1.1210E+01   -2.8272E+00
  620   -1.4860E+01    4.7698E+01    3.4091E+01   -1.1356E+00   -1.1103E+01   -1.6492E+00
  621   -1.4860E+01    4.7698E+01    2.9545E+01   -5.6742E-01   -1.1014E+01   -1.0742E+00
  622   -1.4860E+01    4.7698E+01    2.5000E+01    5.6916E-03   -1.0982E+01   -9.0311E-01
  623   -1.4860E+01    4.7698E+01    2.0455E+01    5.7749E-01   -1.1012E+01   -1.0770E+00
  624   -1.4860E+01    4.7698E+01    1.5909E+01    1.1414E+00   -1.1099E+01   -1.6540E+00
  625   -1.4860E+01    4.7698E+01    1.1364E+01    1.6081E+00   -1.1203E+01   -2.8316E+00
  626   -1.4860E+01    4.7698E+01    6.8182E+00    1.6602E+00   -1.1092E+01   -5.0245E+00
  627   -1.4860E+01    4.7698E+01    2.2727E+00    3.1367E-01   -1.0043E+01   -9.3389E+00
  628   -1.8651E+01    4.6347E+01    4.7727E+01    4.1585E-02   -7.4241E+00   -5.9892E+00
  629   -1.8651E+01    4.6347E+01    4.3182E+01   -9.4850E-01   -8.3759E+00   -3.3437E+00
  630   -1.8651E+01    4.6347E+01    3.8636E+01   -1.0658E+00   -8.6349E+00   -1.8722E+00
  631   -1.8651E+01    4.6347E+01    3.4091E+01   -8.2339E-01   -8.6301E+00   -9.9739E-01
  632   -1.8651E+01    4.6347E+01    2.9545E+01   -4.3161E-01   -8.5811E+00   -5.3906E-01
  633   -1.8651E+01    4.6347E+01    2.5000E+01    6.1922E-03   -8.5593E+00   -3.9809E-01
  634   -1.8651E+01    4.6347E+01    2.0455E+01    4.4298E-01   -8.5790E+00   -5.4172E-01
  635   -1.8651E+01    4.6347E+01    1.5909E+01    8.3161E-01   -8.6256E+00   -1.0019E+00
  636   -1.8651E+01    4.6347E+01    1.1364E+01    1.0685E+00   -8.6275E+00   -1.8761E+00
  637   -1.8651E+01    4.6347E+01    6.8182E+00    9.4428E-01   -8.3661E+00   -3.3400E+00
  638   -1.8651E+01    4.6347E+01    2.2727E+00   -3.0550E-02   -7.4325E+00   -5.9665E+00
  639   -2.2321E+01    4.4696E+01    4.7727E+01    2.5927E-01   -5.6837E+00   -3.4214E+00
  640   -2.2321E+01    4.4696E+01    4.3182E+01   -4.5066E-01   -6.5289E+00   -1.9169E+00
  641   -2.2321E+01    4.4696E+01    3.8636E+01   -6.3779E-01   -6.8676E+00   -9.9037E-01
  642   -2.2321E+01    4.4696E+01    3.4091E+01   -5.4623E-01   -6.9477E+00   -3.8185E-01
  643   -2.2321E+01    4.4696E+01    2.9545E+01   -3.0099E-01   -6.9446E+00   -4.0246E-02
  644   -2.2321E+01    4.4696E+01    2.5000E+01    6.8487E-03   -6.9361E+00    6.8397E-02
  645   -2.2321E+01    4.4696E+01    2.0455E+01    3.1396E-01   -6.9423E+00   -4.2650E-02
  646   -2.2321E+01    4.4696E+01    1.5909E+01    5.5694E-01   -6.9428E+00   -3.8590E-01
  647   -2.2321E+01    4.4696E+01    1.1364E+01    6.4454E-01   -6.8603E+00   -9.9375E-01
  648   -2.2321E+01    4.4696E+01    6.8182E+00    4.5240E-01   -6.5206E+00   -1.9128E+00
  649   -2.2321E+01    4.4696E+01    2.2727E+00   -2.4349E-01   -5.6985E+00   -3.3980E+00
  650   -2.5847E+01    4.2754E+01    4.7727E+01    3.8540E-01   -4.4536E+00   -1.3653E+00
  651   -2.5847E+01    4.2754E+01    4.3182E+01   -1.0794E-01   -5.1988E+00   -6.8340E-01
  652   -2.5847E+01    4.2754E+01    3.8636E+01   -3.1459E-01   -5.5692E+00   -1.6607E-01
  653   -2.5847E+01    4.2754E+01    3.4091E+01   -3.1772E-01   -5.7082E+00    2.2063E-01
  654   -2.5847E+01    4.2754E+01    2.9545E+01   -1.8650E-01   -5.7455E+00    4.5501E-01
  655   -2.5847E+01    4.2754E+01    2.5000E+01    7.6058E-03   -5.7503E+00    5.3219E-01
  656   -2.5847E+01    4.2754E+01    2.0455E+01    2.0124E-01   -5.7431E+00    4.5283E-01
  657   -2.5847E+01    4.2754E+01    1.5909E+01    3.3098E-01   -5.7034E+00    2.1692E-01
  658   -2.5847E+01    4.2754E+01    1.1364E+01    3.2515E-01   -5.5621E+00   -1.6930E-01
  659   -2.5847E+01    4.2754E+01    6.8182E+00    1.1484E-01   -5.1908E+00   -6.8014E-01
  660   -2.5847E+01    4.2754E+01    2.2727E+00   -3.6826E-01   -4.4643E+00   -1.3431E+00
  661    0.0000E+00    4.9990E+01    4.7727E+01    8.5157E+01   -2.0459E+00   -8.4841E+02
  662    0.0000E+00    4.9990E+01    4.3182E+01    4.6195E+01   -2.0913E+00   -7.6039E+02
  663    0.0000E+00    4.9990E+01    3.8636E+01    3.0268E+01   -2.1066E+00   -7.5677E+02
  664    0.0000E+00    4.9990E+01    3.4091E+01    1.8402E+01   -2.1202E+00   -7.5601E+02
  665    0.0000E+00    4.9990E+01    2.9545E+01    8.6486E+00   -2.1292E+00   -7.5600E+02
  666    0.0000E+00    4.9990E+01    2.5000E+01   -2.1835E-01   -2.1368E+00   -7.5603E+02
  667    0.0000E+00    4.9990E+01    2.0455E+01   -9.0806E+00   -2.1451E+00   -7.5601E+02
  668    0.0000E+00    4.9990E+01    1.5909E+01   -1.8819E+01   -2.1579E+00   -7.5605E+02
  669    0.0000E+00    4.9990E+01    1.1364E+01   -3.0660E+01   -2.1859E+00   -7.5686E+02
  670    0.0000E+00    4.9990E+01    6.8182E+00   -4.6554E+01   -2.3166E+00   -7.6058E+02
  671    0.0000E+00    4.9990E+01    2.2727E+00   -8.5454E+01   -2.3108E+00   -8.4921E+02
  672   -4.2754E+01    2.5847E+01    4.7727E+01    3.7409E-01   -1.2461E+00    5.9232E+00
  673   -4.2754E+01    2.5847E+01    4.3182E+01    5.2448E-01   -1.5720E+00    4.2592E+00
  674   -4.2754E+01    2.5847E+01    3.8636E+01    3.8020E-01   -1.8013E+00    3.6604E+00
  675   -4.2754E+01    2.5847E+01    3.4091E+01    2.3925E-01   -1.9517E+00    3.3858E+00
  676   -4.2754E+01    2.5847E+01    2.9545E+01    1.1863E-01   -2.0357E+00    3.2607E+00
  677   -4.2754E+01    2.5847E+01    2.5000E+01    1.1437E-02   -2.0623E+00    3.2238E+00
  678   -4.2754E+01    2.5847E+01    2.0455E+01   -9.5659E-02   -2.0346E+00    3.2584E+00
  679   -4.2754E+01    2.5847E+01    1.5909E+01   -2.1597E-01   -1.9496E+00    3.3812E+00
  680   -4.2754E+01    2.5847E+01    1.1364E+01   -3.5620E-01   -1.7985E+00    3.6535E+00
  681   -4.2754E+01    2.5847E+01    6.8182E+00   -4.9830E-01   -1.5686E+00    4.2499E+00
  682   -4.2754E+01    2.5847E+01    2.2727E+00   -3.3296E-01   -1.2387E+00    5.9026E+00
  683   -4.4695E+01    2.2323E+01    4.7727E+01    3.3299E-01   -1.0018E+00    6.6422E+00
  684   -4.4695E+01    2.2323E+01    4.3182E+01    5.3661E-01   -1.2770E+00    4.7850E+00
  685   -4.4695E+01    2.2323E+01    3.8636E+01    4.0054E-01   -1.4706E+00    4.1058E+00
  686   -4.4695E+01    2.2323E+01    3.4091E+01    2.5845E-01   -1.6000E+00    3.7854E+00
  687   -4.4695E+01    2.2323E+01    2.9545E+01    1.3019E-01   -1.6738E+00    3.6350E+00
  688   -4.4695E+01    2.2323E+01    2.5000E+01    1.1719E-02   -1.6973E+00    3.5898E+00
  689   -4.4695E+01    2.2323E+01    2.0455E+01   -1.0667E-01   -1.6727E+00    3.6326E+00
  690   -4.4695E+01    2.2323E+01    1.5909E+01   -2.3468E-01   -1.5980E+00    3.7805E+00
  691   -4.4695E+01    2.2323E+01    1.1364E+01   -3.7618E-01   -1.4678E+00    4.0984E+00
  692   -4.4695E+01    2.2323E+01    6.8182E+00   -5.1040E-01   -1.2736E+00    4.7745E+00
  693   -4.4695E+01    2.2323E+01    2.2727E+00   -2.9519E-01   -9.9602E-01    6.6206E+00
  694   -4.6346E+01    1.8654E+01    4.7727E+01    2.9405E-01   -7.9118E-01    7.2514E+00
  695   -4.6346E+01    1.8654E+01    4.3182E+01    5.4159E-01   -1.0171E+00    5.2346E+00
  696   -4.6346E+01    1.8654E+01    3.8636E+01    4.1192E-01   -1.1754E+00    4.4909E+00
  697   -4.6346E+01    1.8654E+01    3.4091E+01    2.6976E-01   -1.2828E+00    4.1347E+00
  698   -4.6346E+01    1.8654E+01    2.9545E+01    1.3714E-01   -1.3447E+00    3.9647E+00
  699   -4.6346E+01    1.8654E+01    2.5000E+01    1.1890E-02   -1.3646E+00    3.9132E+00
  700   -4.6346E+01    1.8654E+01    2.0455E+01   -1.1330E-01   -1.3437E+00    3.9622E+00
  701   -4.6346E+01    1.8654E+01    1.5909E+01   -2.4570E-01   -1.2807E+00    4.1295E+00
  702   -4.6346E+01    1.8654E+01    1.1364E+01   -3.8736E-01   -1.1726E+00    4.4829E+00
  703   -4.6346E+01    1.8654E+01    6.8182E+00   -5.1557E-01   -1.0135E+00    5.2231E+00
  704   -4.6346E+01    1.8654E+01    2.2727E+00   -2.6049E-01   -7.8594E-01    7.2298E+00
  705   -4.7697E+01    1.4864E+01    4.7727E+01    2.6050E-01   -6.0394E-01    7.7530E+00
  706   -4.7697E+01    1.4864E+01    4.3182E+01    5.4267E-01   -7.8210E-01    5.6071E+00
  707   -4.7697E+01    1.4864E+01    3.8636E+01    4.1762E-01   -9.0585E-01    4.8125E+00
  708   -4.7697E+01    1.4864E+01    3.4091E+01    2.7584E-01   -9.9051E-01    4.4290E+00
  709   -4.7697E+01    1.4864E+01    2.9545E+01    1.4098E-01   -1.0399E+00    4.2444E+00
  710   -4.7697E+01    1.4864E+01    2.5000E+01    1.1952E-02   -1.0557E+00    4.1881E+00
  711   -4.7697E+01    1.4864E+01    2.0455E+01   -1.1701E-01   -1.0388E+00    4.2418E+00
  712   -4.7697E+01    1.4864E+01    1.5909E+01   -2.5166E-01   -9.8841E-01    4.4237E+00
  713   -4.7697E+01    1.4864E+01    1.1364E+01   -3.9300E-01   -9.0277E-01    4.8042E+00
  714   -4.7697E+01    1.4864E+01    6.8182E+00   -5.1702E-01   -7.7812E-01    5.5947E+00
  715   -4.7697E+01    1.4864E+01    2.2727E+00   -2.3131E-01   -5.9890E-01    7.7319E+00
  716   -4.8738E+01    1.0978E+01    4.7727E+01    2.3417E-01   -4.3221E-01    8.1468E+00
  717   -4.8738E+01    1.0978E+01    4.3182E+01    5.4209E-01   -5.6338E-01    5.9005E+00
  718   -4.8738E+01    1.0978E+01    3.8636E+01    4.1997E-01   -6.5338E-01    5.0678E+00
  719   -4.8738E+01    1.0978E+01    3.4091E+01    2.7864E-01   -7.1532E-01    4.6642E+00
  720   -4.8738E+01    1.0978E+01    2.9545E+01    1.4278E-01   -7.5166E-01    4.4690E+00
  721   -4.8738E+01    1.0978E+01    2.5000E+01    1.1904E-02   -7.6331E-01    4.4095E+00
  722   -4.8738E+01    1.0978E+01    2.0455E+01   -1.1890E-01   -7.5056E-01    4.4665E+00
  723   -4.8738E+01    1.0978E+01    1.5909E+01   -2.5452E-01   -7.1312E-01    4.6589E+00
  724   -4.8738E+01    1.0978E+01    1.1364E+01   -3.9542E-01   -6.5005E-01    5.0593E+00
  725   -4.8738E+01    1.0978E+01    6.8182E+00   -5.1691E-01   -5.5888E-01    5.8878E+00
  726   -4.8738E+01    1.0978E+01    2.2727E+00   -2.0926E-01   -4.2621E-01    8.1269E+00
  727   -4.9464E+01    7.0203E+00    4.7727E+01    2.1757E-01   -2.6901E-01    8.4310E+00
  728   -4.9464E+01    7.0203E+00    4.3182E+01    5.4129E-01   -3.5383E-01    6.1126E+00
  729   -4.9464E+01    7.0203E+00    3.8636E+01    4.2053E-01   -4.1090E-01    5.2534E+00
  730   -4.9464E+01    7.0203E+00    3.4091E+01    2.7948E-01   -4.5028E-01    4.8364E+00
  731   -4.9464E+01    7.0203E+00    2.9545E+01    1.4332E-01   -4.7344E-01    4.6344E+00
  732   -4.9464E+01    7.0203E+00    2.5000E+01    1.1745E-02   -4.8076E-01    4.5727E+00
  733   -4.9464E+01    7.0203E+00    2.0455E+01   -1.1975E-01   -4.7232E-01    4.6319E+00
  734   -4.9464E+01    7.0203E+00    1.5909E+01   -2.5563E-01   -4.4799E-01    4.8313E+00
  735   -4.9464E+01    7.0203E+00    1.1364E+01   -3.9617E-01   -4.0733E-01    5.2451E+00
  736   -4.9464E+01    7.0203E+00    6.8182E+00   -5.1632E-01   -3.4862E-01    6.0999E+00
  737   -4.9464E+01    7.0203E+00    2.2727E+00   -1.9410E-01   -2.6046E-01    8.4118E+00
  738   -4.9868E+01    3.0173E+00    4.7727E+01    2.1183E-01   -1.0814E-01    8.6030E+00
  739   -4.9868E+01    3.0173E+00    4.3182E+01    5.4099E-01   -1.4746E-01    6.2406E+00
  740   -4.9868E+01    3.0173E+00    3.8636E+01    4.2026E-01   -1.7235E-01    5.3666E+00
  741   -4.9868E+01    3.0173E+00    3.4091E+01    2.7927E-01   -1.8939E-01    4.9423E+00
  742   -4.9868E+01    3.0173E+00    2.9545E+01    1.4312E-01   -1.9934E-01    4.7367E+00
  743   -4.9868E+01    3.0173E+00    2.5000E+01    1.1475E-02   -2.0228E-01    4.6739E+00
  744   -4.9868E+01    3.0173E+00    2.0455E+01   -1.2007E-01   -1.9819E-01    4.7344E+00
  745   -4.9868E+01    3.0173E+00    1.5909E+01   -2.5587E-01   -1.8703E-01    4.9375E+00
  746   -4.9868E+01    3.0173E+00    1.1364E+01   -3.9619E-01   -1.6860E-01    5.3587E+00
  747   -4.9868E+01    3.0173E+00    6.8182E+00   -5.1575E-01   -1.4163E-01    6.2287E+00
  748   -4.9868E+01    3.0173E+00    2.2727E+00   -1.8457E-01   -9.6860E-02    8.5830E+00
  749   -4.9949E+01   -1.0053E+00    4.7727E+01    2.1505E-01    5.6858E-02    8.6598E+00
  750   -4.9949E+01   -1.0053E+00    4.3182E+01    5.4132E-01    6.0838E-02    6.2825E+00
  751   -4.9949E+01   -1.0053E+00    3.8636E+01    4.1969E-01    6.7515E-02    5.4048E+00
  752   -4.9949E+01   -1.0053E+00    3.4091E+01    2.7850E-01    7.2655E-02    4.9791E+00
  753   -4.9949E+01   -1.0053E+00    2.9545E+01    1.4248E-01    7.5907E-02    4.7730E+00
  754   -4.9949E+01   -1.0053E+00    2.5000E+01    1.1103E-02    7.7355E-02    4.7102E+00
  755   -4.9949E+01   -1.0053E+00    2.0455E+01   -1.2015E-01    7.7069E-02    4.7709E+00
  756   -4.9949E+01   -1.0053E+00    1.5909E+01   -2.5574E-01    7.5043E-02    4.9747E+00
  757   -4.9949E+01   -1.0053E+00    1.1364E+01   -3.9606E-01    7.1344E-02    5.3976E+00
  758   -4.9949E+01   -1.0053E+00    6.8182E+00   -5.1559E-01    6.6866E-02    6.2717E+00
  759   -4.9949E+01   -1.0053E+00    2.2727E+00   -1.8029E-01    6.8565E-02    8.6378E+00
  760   -4.9706E+01   -5.0214E+00    4.7727E+01    2.2149E-01    2.2929E-01    8.5973E+00
  761   -4.9706E+01   -5.0214E+00    4.3182E+01    5.4199E-01    2.7530E-01    6.2365E+00
  762   -4.9706E+01   -5.0214E+00    3.8636E+01    4.1895E-01    3.1327E-01    5.3660E+00
  763   -4.9706E+01   -5.0214E+00    3.4091E+01    2.7733E-01    3.4053E-01    4.9446E+00
  764   -4.9706E+01   -5.0214E+00    2.9545E+01    1.4149E-01    3.5696E-01    4.7410E+00
  765   -4.9706E+01   -5.0214E+00    2.5000E+01    1.0635E-02    3.6278E-01    4.6791E+00
  766   -4.9706E+01   -5.0214E+00    2.0455E+01   -1.2007E-01    3.5812E-01    4.7391E+00
  767   -4.9706E+01   -5.0214E+00    1.5909E+01   -2.5540E-01    3.4292E-01    4.9407E+00
  768   -4.9706E+01   -5.0214E+00    1.1364E+01   -3.9594E-01    3.1708E-01    5.3596E+00
  769   -4.9706E+01   -5.0214E+00    6.8182E+00   -5.1617E-01    2.8108E-01    6.2267E+00
  770   -4.9706E+01   -5.0214E+00    2.2727E+00   -1.8274E-01    2.3929E-01    8.5742E+00
  771   -4.9141E+01   -9.0049E+00    4.7727E+01    2.2924E-01    4.1121E-01    8.4125E+00
  772   -4.9141E+01   -9.0049E+00    4.3182E+01    5.4261E-01    4.9960E-01    6.1010E+00
  773   -4.9141E+01   -9.0049E+00    3.8636E+01    4.1779E-01    5.6912E-01    5.2488E+00
  774   -4.9141E+01   -9.0049E+00    3.4091E+01    2.7555E-01    6.1852E-01    4.8376E+00
  775   -4.9141E+01   -9.0049E+00    2.9545E+01    1.4004E-01    6.4807E-01    4.6396E+00
  776   -4.9141E+01   -9.0049E+00    2.5000E+01    1.0079E-02    6.5824E-01    4.5796E+00
  777   -4.9141E+01   -9.0049E+00    2.0455E+01   -1.1971E-01    6.4922E-01    4.6380E+00
